0,1,2,3,4,5,6
"Newborn
contact",EPI,ARI,ANC,PNC,"Maternal
contact",FP
"8516
7875
8797
8225
8096
8611
8821
9270
10426
10618
11671
12983
113909","281848
273020
270856
274790
275917
299549
315405
292863
328997
320300
350332
350091
3633968","225893
218323
218782
219414
223130
229202
230004
224432
235432
233503
242052
248171
2748338","93936
90810
95609
101507
101901
108463
110639
101293
111388
102192
108496
110080
1236314","33584
30797
31549
32194
33517
34478
34988
33641
37103
35658
39224
40984
417717","286443
275210
284272
297255
307411
318977
322739
305385
336835
316521
337652
338055
3726755","1208579
1183337
1206770
1215093
1222473
1226643
1253965
1213451
1261810
1248923
1285586
1287909
14814539"
