0,1,2,3,4,5,6,7
,"Name of institution
with location",Estd.,Optometrist,Refraction,"Ophthalmic
assistant","Ophthalmic
nursing
assistant","Cathlab
tech"
,"Bangladesh Jatiyo Andho Kallyan Samity, Comilla",2008,25,0,25,0,0
,"Bangladesh Islamia Eye Hospital, Dhaka
Fashion Eye Hospital Limited, Fashion Tower,
98/60A Boro Mogbazar, Dhaka
NICVD&H","2008
2008
2010","25
0
0","25
10
0","25
10
0","25
0
0","0
0
10"
Total no. of in,stitutions=4,"Total
seats",50,35,60,25,10
