0,1,2,3,4
Site,,Frequency,Percent,
Cervix,,799,77.1,
Tubo overian & Utero overian,,77,7.4,
Uterus,,59,5.7,
Ovary,,57,5.5,
Vagina,,21,2.0,
Vulva,,13,1.3,
Adenexa,,10,1.0,
Total,,1036,100.0,
,,,,
,,,,
