0,1,2,3
Primary site of tumour,Sex,,Total
,Male,Female,
Kidney,69 (37.7),26 (34.2),95 (36.7)
Renal pelvis,2 (1.1),0 (0.0),2 (0.8)
Bladder,112 (61.2),50 (65.8),162 (62.5)
Total,183 (100.0),76 (100.0),259 (100.0)
