0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Name of,,Admission (N),,,Death (N),,,Outdoor (N),,,,,,,,
,Bed (N),,,,,,,,,,,ALS,BOR,HDR,ADA,ADOP
hospital,,M,F,T,M,F,T,M,F,Child,T,,,,,
,,,,,,,,,,,,,,,,
Nilphamari,20,70,0,70,0,0,0,4224,4864,508,9596,41,28.93,0.00,0,26
Dhaka,30,196,56,252,0,0,0,3420,1092,12,4524,32,73.40,0.00,1,12
Sylhet,80,246,33,279,0,0,0,1564,386,10,1960,91,87.96,0.00,1,5
Total,130,512,89,601,0,0,0,9208,6342,530,16080,61,75.52,0.00,1,14
"Note: M- Male; F- Female; T- Total; ALS- Average Length of Stay; BOR- Bed Occupancy Rate; HDR- Hospital Death Rate; ADA- Average
Daily Admission; ADOP- Average Daily Outdoor Patients",,,,,,,,,,,,,,,,
