0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
,Bilirubin Kits,,,62 kits,,,68 kits,,,152 kits,,,97 kits,,,Nil,,,99,,,44,,,151,
Creatinine Kits,,,,Nil,,Nil,,,,54,,51,,,,Nil,,-,,,,-,,69,,
,Uric Acid Kits,,,Nil,,,Nil,,,27,,,60,,,Nil,,,-,,,-,,,-,
EDTA Vial,,,,Nil,,Nil,,,,Nil,,Nil,,,,Nil,,500,,,,-,,-,,
