0,1,2,3,4,5,6,7,8
,Name (alphabetical order),,,Estd.,,,No. of Seats,
"1. Pioneer Dental College, 111 Malibag, DIT Road, Dhaka 1995",,,,,,100,,
"2. University Dental College, 120 Shiddeswari Outer Circular Road, Century Orchid (4th
1996
Floor), Moghbazar, Dhaka",,,,,,75,,
"3. Bangladesh Dental College, House # 35, Road # 14/A, Dhanmondi R/A, Dhaka 1997",,,,,,50,,
"4. Samaj Vittik Dental College, Mirzanagar, Savar, Dhaka 1997",,,,,,50,,
"5. City Dental College, 1085/1, Malibag Chowdhury Para, Dhaka 1998",,,,,,75,,
"6. Saporro Dental College, Road # 1/B, Sector # 9, Uttara, Dhaka 2000",,,,,,50,,
"7. Chittagong International Dental College, Chittagong 2005",,,,,,50,,
"8. Marks Dental College, A/3, Main Road, Section-14, Mirpur, Dhaka 2008",,,,,,50,,
"9. Rangpur Dental College, Rangpur 2008",,,,,,100,,
"10.Update Dental College, 162, Atish Dipankar Road, West Mugdha, Dhaka 2008",,,,,,50,,
"11.Udayan Dental College, Rajshahi 2008",,,,,,50,,
Total,,,,,,700,,
"Source: Director, Medical Education and Health Manpower Development, Mohakhali, Dhaka",,,,,,,,
