0,1,2,3,4,5,6,7
Age Group,,,No. of Patients,,,Percentage,
0m – 1year,,560,,,.5628%,,
1year -4years,,1872,,,1.88%,,
5years – 14years,,8180,,,8.221%,,
15years – 49years,,61150,,,61.461%,,
50year+,,27731,,,27.87%,,
Total,,99493,,,100%,,
