0,1,2,3,4,5,6,7,8,9,10,11,12,13
SL,Description,"Estimated
Cost",IFT Date,"Opening
Date",NOA Date,"Contract
Sign Date","Completion
Date","Contract
Price","Physical
Progress","IEE/EMP
Prepared","EMP
Approved","IEE/EMP
Disclosed",Remark
11,"Gopalganj Medical College Hospital, Gopalganj",,,,,,,,,,,,
a,"50 bed Isolation Unit & 10 bed
ICU/CCU",350,5/3/23,6/5/23,,,,,0%,,,,"Tender approval is
going on"
b,"Installation of Medical Gas
System",50,16/5/23,15/06/23,,,,,,,,,"Tender approval is
going on"
,Construction of PCR lab at MCH/Institute,,,,,,,,,,,,
1,"DNCC dedicated COVID -19
Hospital, Dhaka.",95,4/10/22,5/8/22,21/8/22,22/8/22,22/11/22,81.29,40%,YES,YES,NO,Panel work is going on
2,"National Institute of Preventive
& Social Medicine, Dhaka",95,7/3/22,16/8/22,,,,,0%,YES,YES,NO,"Tender approval is going
on"
,Establishment of Medical Centers in Land-Ports,,,,,,,,,,,,
1,"Akhaura Land Port,
Brahmanbaria",600,13/02/23,15/03/23,13/04/23,5/9/23,30/9/23,562.52,10%,YES,YES,NO,"Pile casting is going on.
Revised IEE has been
submitted to ADB for
approval."
