FacilityID,FacilityType,FacilityName,RegionID
138592,Consultancy & Diagnostic Center,Mollah Memorial Diagnostic Center [DGHS Facility ID 38592],1
138593,Consultancy & Diagnostic Center,LAB QUEST LIMITED [DGHS Facility ID 38593],1
138594,Consultancy & Diagnostic Center,MUJIBNAGAR DIGITAL DIAGNOSTIC CENTRE [DGHS Facility ID 38594],4
138595,Consultancy & Diagnostic Center,Molla Diagnostic & Consultation center 2 [DGHS Facility ID 38595],4
138596,Consultancy & Diagnostic Center,MR KHAN DIAGNOSTIC CENTER [DGHS Facility ID 38596],1
138597,Consultancy & Diagnostic Center,Noor Medical Services & Nursing Home [DGHS Facility ID 38597],7
138598,Consultancy & Diagnostic Center,INSAF GENERAL HOSPITAL & DIAGNOSITC CENTER [DGHS Facility ID 38598],2
138599,Consultancy & Diagnostic Center,DOCTORKHANA AND DIAGNOSTIC CENTER [DGHS Facility ID 38599],3
138600,Consultancy & Diagnostic Center,Health Aid Diagnostic Center [DGHS Facility ID 38600],1
138601,Consultancy & Diagnostic Center,Islamia Diagnostic & Doctor’s Chamber [DGHS Facility ID 38601],3
138602,Consultancy & Diagnostic Center,Unique Diagonostic Center [DGHS Facility ID 38602],7
138603,Consultancy & Diagnostic Center,Pure Lab & Pahartali Diabetic Centre [DGHS Facility ID 38603],2
138604,Consultancy & Diagnostic Center,Lifecare Diagnostic center [DGHS Facility ID 38604],8
138605,Consultancy & Diagnostic Center,SIGMA HEALTH CARE [DGHS Facility ID 38605],2
138606,Consultancy & Diagnostic Center,Jibon Diagnostic Center [DGHS Facility ID 38606],8
138607,Consultancy & Diagnostic Center,RECENT DIAGNOSTIC CENTER [DGHS Facility ID 38607],8
138608,Consultancy & Diagnostic Center,CITY DIAGNOSTIC CENTER [DGHS Facility ID 38608],1
138609,Consultancy & Diagnostic Center,"IBN SINA DIAGNOSTICS AND CONSULTATION CENTER,BADDA [DGHS Facility ID 38609]",1
138610,Consultancy & Diagnostic Center,Greenland Digital Diagnostic Center [DGHS Facility ID 38610],2
138611,Consultancy & Diagnostic Center,PUKURIA DIGITAL LAB [DGHS Facility ID 38611],2
138612,Consultancy & Diagnostic Center,DOCTORS POINT & HEALTH CARE [DGHS Facility ID 38612],2
138613,Consultancy & Diagnostic Center,SHEBA DIAGNOSTIC CENTRE [DGHS Facility ID 38613],8
138614,Consultancy & Diagnostic Center,BANGLADESH BETTER CARE Lab [DGHS Facility ID 38614],3
138615,Consultancy & Diagnostic Center,Marie Stopes Clinic [DGHS Facility ID 38615],6
138616,Consultancy & Diagnostic Center,MOHADEBPUR DIABETIC SOMITY [DGHS Facility ID 38616],3
138617,Consultancy & Diagnostic Center,SUN GENERAL HOSPITAL [DGHS Facility ID 38617],2
138618,Consultancy & Diagnostic Center,Nageshwari Square Digital Diagnostic Center [DGHS Facility ID 38618],7
138619,Consultancy & Diagnostic Center,HEMA DIGITAL DIAGNOSTIC CENTER. [DGHS Facility ID 38619],7
138620,Consultancy & Diagnostic Center,NEW JANANI SPECIALISED HOSPITAL [DGHS Facility ID 38620],1
138621,Consultancy & Diagnostic Center,LAB POINT DIAGNOSTIC CENTER [DGHS Facility ID 38621],1
138622,Consultancy & Diagnostic Center,Ibn Sina D.Lab & Consultation Center [DGHS Facility ID 38622],1
138623,Consultancy & Diagnostic Center,Popular Plus Clinic & Diagnostic Center [DGHS Facility ID 38623],3
138624,Consultancy & Diagnostic Center,PRESCRIPTION POINT DIAGNOSTIC & CONSULTATION CENTER [DGHS Facility ID 38624],3
138625,Consultancy & Diagnostic Center,Biolab Diagnostics [DGHS Facility ID 38625],1
138626,Consultancy & Diagnostic Center,Hygienic Healthcare [DGHS Facility ID 38626],1
138627,Consultancy & Diagnostic Center,HASAN DIAGNOSTIC CENTRE [DGHS Facility ID 38627],8
138628,Consultancy & Diagnostic Center,Central Care Hospital [DGHS Facility ID 38628],2
138629,Consultancy & Diagnostic Center,Sikder Diagnostic Center [DGHS Facility ID 38629],5
138630,Consultancy & Diagnostic Center,Unity Diagnostic Center [DGHS Facility ID 38630],7
138631,Consultancy & Diagnostic Center,ZAMIRUL ISLAM DIAGNOSTIC & CONSULTATION CENTER [DGHS Facility ID 38631],3
138632,Consultancy & Diagnostic Center,Life care hospital & Diagnostic centre (pvt) [DGHS Facility ID 38632],2
138633,Consultancy & Diagnostic Center,Kibria Memorial Diabetes Centre & Lab Ltd. [DGHS Facility ID 38633],1
138634,Consultancy & Diagnostic Center,Maa o Shishu Hospital & Diagnostic Center [DGHS Facility ID 38634],1
138635,Consultancy & Diagnostic Center,SAVAR DIABETES CENTRE [DGHS Facility ID 38635],1
138636,Consultancy & Diagnostic Center,SHUKURERHAT COMMUNITY HOSPITAL DIAGNOSTIC & RESEARCH CENTRE [DGHS Facility ID 38636],7
138637,Consultancy & Diagnostic Center,Alif Check-up Services [DGHS Facility ID 38637],5
138638,Consultancy & Diagnostic Center,LIFE CARE DIGITAL DIAGNOSTIC CENTER [DGHS Facility ID 38638],5
138639,Consultancy & Diagnostic Center,Mirsarai Health Care Diagnostic Center [DGHS Facility ID 38639],2
138640,Consultancy & Diagnostic Center,Al-Araf Hospital [DGHS Facility ID 38640],1
138641,Consultancy & Diagnostic Center,Prince Diagnostic Center [DGHS Facility ID 38641],4
138642,Consultancy & Diagnostic Center,NAHAR GENERAL HOSPITAL [DGHS Facility ID 38642],1
138643,Consultancy & Diagnostic Center,SHAKIRA DIGITAL DIAGNOSTIC CENTRE [DGHS Facility ID 38643],7
138644,Consultancy & Diagnostic Center,"Surjer Hashi Network, Chakaria [DGHS Facility ID 38644]",2
138645,Consultancy & Diagnostic Center,JANNAT DIAGNOSTIC CENTRE [DGHS Facility ID 38645],7
138646,Consultancy & Diagnostic Center,Shah Mohsen Aulia (R:) Diagnostic Centre [DGHS Facility ID 38646],2
138647,Consultancy & Diagnostic Center,MADHUKHALI BIR MUKTIJODDHA GENERAL HOSPITAL. [DGHS Facility ID 38647],1
138648,Consultancy & Diagnostic Center,Doctors Diagnostic Center [DGHS Facility ID 38648],2
138649,Consultancy & Diagnostic Center,THE ZENITH DIAGNOSTIC CENTER [DGHS Facility ID 38649],1
138650,Consultancy & Diagnostic Center,Bhurungamari Popular Digital Diagnostic Center [DGHS Facility ID 38650],7
138651,Consultancy & Diagnostic Center,New SonaliLab & Hospital (PVT.) [DGHS Facility ID 38651],8
138652,Consultancy & Diagnostic Center,Unique Diagnostic and Diabetic Center [DGHS Facility ID 38652],4
138653,Consultancy & Diagnostic Center,MEGHNA HOSPITAL [DGHS Facility ID 38653],2
138654,Consultancy & Diagnostic Center,HEALTH CARE DIAGNOSTIC CENTER [DGHS Facility ID 38654],1
138655,Consultancy & Diagnostic Center,Queens Healthcare Limited [DGHS Facility ID 38655],6
138656,Consultancy & Diagnostic Center,Sumi Pathological Laboratory [DGHS Facility ID 38656],2
138657,Consultancy & Diagnostic Center,FAMOUS 24HOURS PATHOLOGY CENTER & HOME SERVICE [DGHS Facility ID 38657],1
138658,Consultancy & Diagnostic Center,Better Health Diagnostic Centre [DGHS Facility ID 38658],1
138659,Consultancy & Diagnostic Center,Shatabdi Diagnostic Center [DGHS Facility ID 38659],2
138660,Consultancy & Diagnostic Center,"Grameen Kalyan, Vobanigonj Health Center [DGHS Facility ID 38660]",4
138661,Consultancy & Diagnostic Center,SHOKHINA DIAGNOSTIC CENTER [DGHS Facility ID 38661],4
138662,Consultancy & Diagnostic Center,APOLLO PLUS MEDICAL SERVICES [DGHS Facility ID 38662],3
138663,Consultancy & Diagnostic Center,Model Diagnostice Center [DGHS Facility ID 38663],2
138664,Consultancy & Diagnostic Center,The Kongshanagar Unque Hospital [DGHS Facility ID 38664],2
138665,Consultancy & Diagnostic Center,Hazrat Shah Jalal (R) Diagnostic Center [DGHS Facility ID 38665],8
138666,Consultancy & Diagnostic Center,BAUPHAL ISLAMIA CLINIC & DIAGNOSTIC CENTER [DGHS Facility ID 38666],5
138667,Consultancy & Diagnostic Center,Nur Diagnostic and Consultation Center [DGHS Facility ID 38667],3
138668,Consultancy & Diagnostic Center,1000days.Life Hospitals & Diagnostic Center Ltd. [DGHS Facility ID 38668],7
138669,Consultancy & Diagnostic Center,MICARE HEALTH LIMITED [DGHS Facility ID 38669],1
138670,Consultancy & Diagnostic Center,Iqbal Diagnostic Center [DGHS Facility ID 38670],2
138671,Consultancy & Diagnostic Center,LIFE CARE DIAGNOSTIC CENTRE [DGHS Facility ID 38671],2
138672,Consultancy & Diagnostic Center,New Popular Diagnostic Center and Doctors Chamber [DGHS Facility ID 38672],1
138673,Consultancy & Diagnostic Center,SOUTH EVERCARE MEDICAL SERVICES [DGHS Facility ID 38673],5
138674,Consultancy & Diagnostic Center,Care Hospital And Diagnostic Center [DGHS Facility ID 38674],3
138675,Consultancy & Diagnostic Center,New Janani Diagnostic Center [DGHS Facility ID 38675],5
138676,Consultancy & Diagnostic Center,Friends Diagnostic & Consultation Center [DGHS Facility ID 38676],7
138677,Consultancy & Diagnostic Center,Care Diagnostic Center [DGHS Facility ID 38677],3
138678,Consultancy & Diagnostic Center,Lab Medica [DGHS Facility ID 38678],2
138679,Consultancy & Diagnostic Center,Femous Medical & Diagnostic Center [DGHS Facility ID 38679],4
138680,Consultancy & Diagnostic Center,Tista Diagnostic Center [DGHS Facility ID 38680],7
138681,Consultancy & Diagnostic Center,MEDIKA HEALTH CARE DIAGNOSTIC CENTER [DGHS Facility ID 38681],1
138682,Consultancy & Diagnostic Center,MEGHNA DIAGNOSTIC CENTER [DGHS Facility ID 38682],1
138683,Consultancy & Diagnostic Center,C.M.C. General Hospital [DGHS Facility ID 38683],3
138684,Consultancy & Diagnostic Center,FARJANA MATERNITY CLINIC [DGHS Facility ID 38684],2
138685,Consultancy & Diagnostic Center,Shotodol Community Hospital and Diangostic Center [DGHS Facility ID 38685],3
138686,Consultancy & Diagnostic Center,MUGDA DIAGNOSTIC & IMAGING CENTER [DGHS Facility ID 38686],1
138687,Consultancy & Diagnostic Center,Divine Mercy Hospital Ltd. [DGHS Facility ID 38687],1
138688,Consultancy & Diagnostic Center,SHURAKKHA DIAGNOSTIC CENTER [DGHS Facility ID 38688],7
138689,Consultancy & Diagnostic Center,Classic Lab [DGHS Facility ID 38689],2
138690,Consultancy & Diagnostic Center,PURBACHAL MEDILIFE SPECIALIZED HOSPITAL LTD [DGHS Facility ID 38690],1
138691,Consultancy & Diagnostic Center,MADARGANJ POPULAR DIAGNOSTIC CENTER [DGHS Facility ID 38691],8
138692,Consultancy & Diagnostic Center,SEBA DIGITAL DIAGNOSTIC CENTER [DGHS Facility ID 38692],5
138693,Consultancy & Diagnostic Center,Bijoy Clinic & Diagnostic Center [DGHS Facility ID 38693],3
138694,Consultancy & Diagnostic Center,SUCCESS LAB AND PRIVATE HOSPITAL. [DGHS Facility ID 38694],8
138695,Consultancy & Diagnostic Center,BADHAN DIAGNOSTIC CENTRE [DGHS Facility ID 38695],1
138696,Consultancy & Diagnostic Center,UNICARE (PVT) HOSPITAL [DGHS Facility ID 38696],1
138697,Consultancy & Diagnostic Center,Ranasa Health Care & Digital Diagnostic Lab [DGHS Facility ID 38697],7
138698,Consultancy & Diagnostic Center,Mathbaria Applo Diagnostic Center [DGHS Facility ID 38698],5
138699,Consultancy & Diagnostic Center,Moon Aid Diagnostic Lab [DGHS Facility ID 38699],1
138700,Consultancy & Diagnostic Center,Al-Noor Lab And Hospital [DGHS Facility ID 38700],1
138701,Consultancy & Diagnostic Center,Akota Digital Diagnostic Center [DGHS Facility ID 38701],8
138702,Consultancy & Diagnostic Center,LIFE CARE DIGITAL LAB & DIABETIC CENTER [DGHS Facility ID 38702],1
138703,Consultancy & Diagnostic Center,Wadi Health Checkup [DGHS Facility ID 38703],1
138704,Consultancy & Diagnostic Center,National Diagnostic Center [DGHS Facility ID 38704],3
138705,Consultancy & Diagnostic Center,Mordern Diabetes Diagnostic And Physiotherapy centre [DGHS Facility ID 38705],6
138706,Consultancy & Diagnostic Center,Sodesh Diagnostic Center [DGHS Facility ID 38706],8
138707,Consultancy & Diagnostic Center,One Lab [DGHS Facility ID 38707],1
138708,Consultancy & Diagnostic Center,Al-Baraka Diagnostic Center [DGHS Facility ID 38708],6
138709,Consultancy & Diagnostic Center,Doctors Chamber & Diagnostic [DGHS Facility ID 38709],8
138710,Consultancy & Diagnostic Center,"CHEVRON CLINICAL LABORATORY (PTE) LTD, (NAZIRHAT BRANCH) [DGHS Facility ID 38710]",2
138711,Consultancy & Diagnostic Center,Popular Diagnostic Centre Ltd. (Jatrabari Branch) [DGHS Facility ID 38711],1
138712,Consultancy & Diagnostic Center,Niramoy Digital Lab and Diagnostic Center [DGHS Facility ID 38712],2
138713,Consultancy & Diagnostic Center,Shibganj Model Diagnostic Center [DGHS Facility ID 38713],3
138714,Consultancy & Diagnostic Center,Jeeshan Check-up Services [DGHS Facility ID 38714],2
138715,Consultancy & Diagnostic Center,Jobaer Diagnostic Center [DGHS Facility ID 38715],4
138716,Consultancy & Diagnostic Center,HANUFA MEMORIAL EYE HOSPITAL [DGHS Facility ID 38716],1
138717,Consultancy & Diagnostic Center,NEW CARE DIAGNOSTIC CENTER. [DGHS Facility ID 38717],5
138718,Consultancy & Diagnostic Center,Surjer Hashi Network Singra [DGHS Facility ID 38718],3
138719,Consultancy & Diagnostic Center,POPULAR DIAGNOSTIC COMPLEX [DGHS Facility ID 38719],7
138720,Consultancy & Diagnostic Center,SHAHID MITHUN DIAGNOSTIC CENTRE [DGHS Facility ID 38720],3
138721,Consultancy & Diagnostic Center,AL MUJIB HEALTH CARE [DGHS Facility ID 38721],1
138722,Consultancy & Diagnostic Center,UNITED MEDICAL COLLEGE HOSPITAL LTD [DGHS Facility ID 38722],1
138723,Consultancy & Diagnostic Center,ISHWARGANJ SEBA DIGITAL LAB [DGHS Facility ID 38723],8
138724,Consultancy & Diagnostic Center,Ibn Sina Cancer Diagnostic Center. [DGHS Facility ID 38724],1
138725,Consultancy & Diagnostic Center,Sakina Mazid Memorial Health Center [DGHS Facility ID 38725],7
138726,Consultancy & Diagnostic Center,New Akota Clinic & Diagnostic Center [DGHS Facility ID 38726],7
138727,Consultancy & Diagnostic Center,New Dashmina Diagnostic & consultation Center [DGHS Facility ID 38727],5
138728,Consultancy & Diagnostic Center,LABONE DIAGNOSTIC CENTER [DGHS Facility ID 38728],3
138729,Consultancy & Diagnostic Center,CONFIDENCE DIAGNOSTIC CENTER [DGHS Facility ID 38729],3
138730,Consultancy & Diagnostic Center,Saika Plus [DGHS Facility ID 38730],2
138731,Consultancy & Diagnostic Center,BOGURA ADHUNIK HOSPITAL & DIAGNOSTIC CENTRE [DGHS Facility ID 38731],3
138732,Consultancy & Diagnostic Center,ApnarLab Limited [DGHS Facility ID 38732],1
138733,Consultancy & Diagnostic Center,Oitijjo Diagnostic Center [DGHS Facility ID 38733],1
138734,Consultancy & Diagnostic Center,Alif General Hospital [DGHS Facility ID 38734],2
138735,Consultancy & Diagnostic Center,T Popular General Hospital Pvt [DGHS Facility ID 38735],6
138736,Consultancy & Diagnostic Center,SAFIA DIAGNOSTIC CENTER [DGHS Facility ID 38736],2
138737,Consultancy & Diagnostic Center,ABDULLAH MEDICAL SERVICES [DGHS Facility ID 38737],2
138738,Consultancy & Diagnostic Center,THE ALIF MEDICAL SERVICES [DGHS Facility ID 38738],2
138739,Consultancy & Diagnostic Center,HOPE MEDICAL CENTRE [DGHS Facility ID 38739],3
138740,Consultancy & Diagnostic Center,Sheba Diagonstic Centre [DGHS Facility ID 38740],8
138741,Consultancy & Diagnostic Center,Domar General Clinic & Diagnostic Center [DGHS Facility ID 38741],7
138742,Consultancy & Diagnostic Center,NOBOJIBON DIAGNOSTIC CENTER. [DGHS Facility ID 38742],4
138743,Consultancy & Diagnostic Center,A.H.S DIALYSIS & DIAGNOSTIC CENTER [DGHS Facility ID 38743],1
138744,Consultancy & Diagnostic Center,HEALTH SPRING DIAGNOSTIC AND CONSULTATION CENTER [DGHS Facility ID 38744],4
138745,Consultancy & Diagnostic Center,Manikganj Ibnasina diagnostic Center [DGHS Facility ID 38745],1
138746,Consultancy & Diagnostic Center,Dr. Shamsul Haque Diabetic Center [DGHS Facility ID 38746],8
138747,Consultancy & Diagnostic Center,Maa Diagnostic Centre [DGHS Facility ID 38747],1
138748,Consultancy & Diagnostic Center,Safe Life Diagnostic Center [DGHS Facility ID 38748],3
138749,Consultancy & Diagnostic Center,Azad Diagnostic Center [DGHS Facility ID 38749],2
138750,Consultancy & Diagnostic Center,NEW GRAMEEN PATHOLOGY [DGHS Facility ID 38750],5
138751,Consultancy & Diagnostic Center,JANNAT DIAGNOSTIC CENTRE [DGHS Facility ID 38751],7
138752,Consultancy & Diagnostic Center,Lab Merin(Diagnostic) [DGHS Facility ID 38752],7
138753,Consultancy & Diagnostic Center,HORMONE CARE DIGNOSTIC CENTRE [DGHS Facility ID 38753],7
138754,Consultancy & Diagnostic Center,Kalir Bazar Popular Diagnostic & Hospital [DGHS Facility ID 38754],2
138755,Consultancy & Diagnostic Center,Renaissa Medical Center [DGHS Facility ID 38755],2
138756,Consultancy & Diagnostic Center,FATEHABAD CLINIC AND DIAGNOSTIC CENTRE [DGHS Facility ID 38756],2
138757,Consultancy & Diagnostic Center,Al-Baraka Diagnostic Center [DGHS Facility ID 38757],4
138758,Consultancy & Diagnostic Center,Long Life Diagnostic & Consultation Center LTD [DGHS Facility ID 38758],1
138759,Consultancy & Diagnostic Center,AL MADINA DIGITAL LAB [DGHS Facility ID 38759],2
138760,Consultancy & Diagnostic Center,The New Lab Zone Diagnostic Center [DGHS Facility ID 38760],1
138761,Consultancy & Diagnostic Center,SEBA CLINIC & DIAGNOSTIC CENTER [DGHS Facility ID 38761],4
138762,Consultancy & Diagnostic Center,Patiya General Hospital & Diagnostic [DGHS Facility ID 38762],2
138763,Consultancy & Diagnostic Center,Efaz Medical Services Clinic And Diagnostic [DGHS Facility ID 38763],1
138764,Consultancy & Diagnostic Center,BOGURA CLINIC & DIAGNOSTIC CENTER [DGHS Facility ID 38764],3
138765,Consultancy & Diagnostic Center,Amir Jahan Medical Centre Limited [DGHS Facility ID 38765],1
138766,Consultancy & Diagnostic Center,Belkuchi Private Hospital [DGHS Facility ID 38766],3
138767,Consultancy & Diagnostic Center,The Dutch Bangla Diagnostic Center [DGHS Facility ID 38767],2
138768,Consultancy & Diagnostic Center,Unity Medical Checkup Centre [DGHS Facility ID 38768],1
138769,Consultancy & Diagnostic Center,Moon Check-up opc [DGHS Facility ID 38769],1
138770,Consultancy & Diagnostic Center,Bismillah Digital Diagnostic Center [DGHS Facility ID 38770],1
138771,Consultancy & Diagnostic Center,Ghatail Diabetis Centre [DGHS Facility ID 38771],1
138772,Consultancy & Diagnostic Center,BANGLADESH 71 DIAGONOSTIC & HOSPITAL [DGHS Facility ID 38772],3
138773,Consultancy & Diagnostic Center,Lin Nissa Fertility Center [DGHS Facility ID 38773],2
138774,Consultancy & Diagnostic Center,Anwara Memorial Diagnostic & Consultation Center [DGHS Facility ID 38774],4
138775,Consultancy & Diagnostic Center,Life-Scan Medical & Diagnostic Center [DGHS Facility ID 38775],1
138776,Consultancy & Diagnostic Center,FUTURE MEDICAL [DGHS Facility ID 38776],1
138777,Consultancy & Diagnostic Center,UTTARA CRESCENT CLINIC (PVT.) LIMITED. [DGHS Facility ID 38777],1
138778,Consultancy & Diagnostic Center,Huma Health Centre-2 [DGHS Facility ID 38778],1
138779,Consultancy & Diagnostic Center,CFH HEALTH CARE AND DIAGNOSTIC CENTERE [DGHS Facility ID 38779],7
138780,Consultancy & Diagnostic Center,SHILMOON SPECIALIZED HOSPITAL [DGHS Facility ID 38780],1
138781,Consultancy & Diagnostic Center,DIMLA SQUARE CLINIC LAB [DGHS Facility ID 38781],7
138782,Consultancy & Diagnostic Center,Al Ali Diagnostic Center [DGHS Facility ID 38782],3
138783,Consultancy & Diagnostic Center,KHAN DIAGNOSTIC [DGHS Facility ID 38783],1
138784,Consultancy & Diagnostic Center,NEW DHAKA LAB DIAGNOSTIC CENTER [DGHS Facility ID 38784],7
138785,Consultancy & Diagnostic Center,Nurjahan Diagnostic Center [DGHS Facility ID 38785],1
138786,Consultancy & Diagnostic Center,Zara Health Care [DGHS Facility ID 38786],1
138787,Consultancy & Diagnostic Center,True Health Medical And Diagnostic Center [DGHS Facility ID 38787],1
138788,Consultancy & Diagnostic Center,Seba Diagnostic Center [DGHS Facility ID 38788],1
138789,Consultancy & Diagnostic Center,Smart Diagnostic Center [DGHS Facility ID 38789],2
138790,Consultancy & Diagnostic Center,MAA DENTAL CARE [DGHS Facility ID 38790],1
138791,Consultancy & Diagnostic Center,THE PULSE DIAGNOSTIC CENTER [DGHS Facility ID 38791],3
138792,Consultancy & Diagnostic Center,Union Health Center [DGHS Facility ID 38792],1
138793,Consultancy & Diagnostic Center,Sara Health Care [DGHS Facility ID 38793],1
138794,Consultancy & Diagnostic Center,SMART MEDICAL CENTER [DGHS Facility ID 38794],4
138795,Consultancy & Diagnostic Center,QUEST MEDICAL CENTRE [DGHS Facility ID 38795],1
138796,Consultancy & Diagnostic Center,Parkway health Care Diagnostic center. [DGHS Facility ID 38796],2
138797,Consultancy & Diagnostic Center,New Life Care Diagnostic Centre [DGHS Facility ID 38797],5
138798,Consultancy & Diagnostic Center,star specialized hospital [DGHS Facility ID 38798],3
138799,Consultancy & Diagnostic Center,New Life Care Diagnostic Center [DGHS Facility ID 38799],2
138800,Consultancy & Diagnostic Center,JEEBONDEEP HEALTH CENTER [DGHS Facility ID 38800],1
138801,Consultancy & Diagnostic Center,MEDICATE MEDICAL CENTER [DGHS Facility ID 38801],2
138802,Consultancy & Diagnostic Center,Olympus Hospital (Pvt.) Ltd [DGHS Facility ID 38802],1
138803,Consultancy & Diagnostic Center,Madaripur Healthcare Hospital & Diagnostic Center [DGHS Facility ID 38803],1
138804,Consultancy & Diagnostic Center,City Lab. [DGHS Facility ID 38804],1
138805,Consultancy & Diagnostic Center,Abutorab Diagnostic Center [DGHS Facility ID 38805],2
138806,Consultancy & Diagnostic Center,Sonolab Diagnostic Centre [DGHS Facility ID 38806],7
138807,Consultancy & Diagnostic Center,"Sreepur, Diabetic Somity [DGHS Facility ID 38807]",1
138808,Consultancy & Diagnostic Center,Nucleus Diagnostic & Imaging Center. [DGHS Facility ID 38808],7
138809,Consultancy & Diagnostic Center,CHANDER HASI HOSPITAL LIMITED (SABUJBAGH BRANCH)) [DGHS Facility ID 38809],6
138810,Consultancy & Diagnostic Center,ONE PLUS MEDICAL CENTER. [DGHS Facility ID 38810],1
138811,Consultancy & Diagnostic Center,Al Qassimi Health Care [DGHS Facility ID 38811],1
138812,Consultancy & Diagnostic Center,On Care Diagnostic Centre [DGHS Facility ID 38812],1
138813,Consultancy & Diagnostic Center,THE LABAID GENERAL HOSPITAL [DGHS Facility ID 38813],1
138814,Consultancy & Diagnostic Center,JANASEBA MEDICAL & DIAGNOSTIC CENTER [DGHS Facility ID 38814],1
138815,Consultancy & Diagnostic Center,The Modern Diagnostic Center [DGHS Facility ID 38815],2
138816,Consultancy & Diagnostic Center,Dhaka Health Checkup Centre [DGHS Facility ID 38816],1
138817,Consultancy & Diagnostic Center,HASAN MEDICAL SERVICE LTD. [DGHS Facility ID 38817],1
138818,Consultancy & Diagnostic Center,Ohi Clinic and Diagnostic Centre [DGHS Facility ID 38818],3
138819,Consultancy & Diagnostic Center,ADHUNIK HOSPITAL (PVT.) & DIGITAL DIAGNOSTIC CENTER [DGHS Facility ID 38819],2
138820,Consultancy & Diagnostic Center,Halder Diagnostic Center [DGHS Facility ID 38820],4
138821,Consultancy & Diagnostic Center,MUSA HEALTH CHECKUP CENTRE [DGHS Facility ID 38821],1
138822,Consultancy & Diagnostic Center,RISHAD PATHOLOGICAL LABORATORY [DGHS Facility ID 38822],3
138823,Consultancy & Diagnostic Center,MEDIPATH MEDICAL & DIAGNOSTIC CENTER [DGHS Facility ID 38823],1
138824,Consultancy & Diagnostic Center,Popular Medical Services & Hospital [DGHS Facility ID 38824],4
138825,Consultancy & Diagnostic Center,LIFE LINE DIAGNOSTIC SERVICES [DGHS Facility ID 38825],1
138826,Consultancy & Diagnostic Center,Royal Hospital & Digital Diagnostic Center [DGHS Facility ID 38826],2
138827,Consultancy & Diagnostic Center,GREENLAND MEDICAL CENTRE LTD. [DGHS Facility ID 38827],1
138828,Consultancy & Diagnostic Center,NARAYANPUR TOWER HOSPITAL & DIGITAL DIAGNOSTIC CENTER [DGHS Facility ID 38828],2
138829,Consultancy & Diagnostic Center,MediTest Medical Services [DGHS Facility ID 38829],1
138830,Consultancy & Diagnostic Center,BMS Medical Checkup Centre [DGHS Facility ID 38830],1
138831,Consultancy & Diagnostic Center,NEW PRANTO DIGITAL LAB [DGHS Facility ID 38831],8
138832,Consultancy & Diagnostic Center,Altashkhis Markaz Limited [DGHS Facility ID 38832],1
138833,Consultancy & Diagnostic Center,Central Point Diagnostic Centre [DGHS Facility ID 38833],2
138834,Consultancy & Diagnostic Center,Zamzam Diagnostic Center [DGHS Facility ID 38834],3
138835,Consultancy & Diagnostic Center,SEBA DIAGNOSTIC CENTER [DGHS Facility ID 38835],1
138836,Consultancy & Diagnostic Center,Doctors Lab & Diagnostic [DGHS Facility ID 38836],3
138837,Consultancy & Diagnostic Center,MIRZA HEALTH CARE [DGHS Facility ID 38837],1
138838,Consultancy & Diagnostic Center,SURAVI FERTILITY CARE [DGHS Facility ID 38838],1
138839,Consultancy & Diagnostic Center,Al Maktoum Health Care [DGHS Facility ID 38839],1
138840,Consultancy & Diagnostic Center,Model Hospital and Trauma Center [DGHS Facility ID 38840],2
138841,Consultancy & Diagnostic Center,SHILMOON SPECIALIZED HOSPITAL [DGHS Facility ID 38841],1
138842,Consultancy & Diagnostic Center,Al Man Medical Center [DGHS Facility ID 38842],2
138843,Consultancy & Diagnostic Center,Surokkha Diagnostic & Diabetes Center [DGHS Facility ID 38843],2
138844,Consultancy & Diagnostic Center,Popular Diagnostic & Trauma Center [DGHS Facility ID 38844],2
138845,Consultancy & Diagnostic Center,GRACE HOSPITAL LIMITED [DGHS Facility ID 38845],1
138846,Consultancy & Diagnostic Center,DIABARI DIAGNOSTIC & CONSULTATION CENTER [DGHS Facility ID 38846],1
138847,Consultancy & Diagnostic Center,LUMINOUS DIAGNOSTIC [DGHS Facility ID 38847],1
138848,Consultancy & Diagnostic Center,BAY MEDICAL CENTRE [DGHS Facility ID 38848],2
138849,Consultancy & Diagnostic Center,Uttara Fertility Centre Limited [DGHS Facility ID 38849],1
138850,Consultancy & Diagnostic Center,BANANI MEDICARE CENTER [DGHS Facility ID 38850],1
138851,Consultancy & Diagnostic Center,UTTARA CRESCENT CLINIC (PVT.) LIMITED [DGHS Facility ID 38851],1
138852,Consultancy & Diagnostic Center,PARAMOUNT MEDICAL CENTRE [DGHS Facility ID 38852],1
138853,Consultancy & Diagnostic Center,New Upokul Lab And Diagnostic center [DGHS Facility ID 38853],2
138854,Consultancy & Diagnostic Center,Karaitala islamia lab & diagnostic center [DGHS Facility ID 38854],2
138855,Consultancy & Diagnostic Center,MEDINOVA HOSPITAL [DGHS Facility ID 38855],2
138856,Consultancy & Diagnostic Center,USB SPECIALIZED HOSPITAL [DGHS Facility ID 38856],1
138857,Consultancy & Diagnostic Center,FAMOUS DIAGNOSTIC CENTER [DGHS Facility ID 38857],1
138858,Consultancy & Diagnostic Center,"Popular Diagnostic Centre Ltd. (Rajshahi, Unit-01) [DGHS Facility ID 38858]",3
138859,Consultancy & Diagnostic Center,khondoker Diagnostic Unit-2 [DGHS Facility ID 38859],2
138860,Consultancy & Diagnostic Center,MyLab Medical and Diagnostic Centre Pvt. Ltd. [DGHS Facility ID 38860],1
