FacilityID,FacilityType,FacilityName,RegionID
100001,Divisional Level Office,Dhaka Divisional Health Office [DGHS Facility ID 1],1
100002,Directorate General or Directorate,Directorate General of Health Services (DGHS) [DGHS Facility ID 2],1
100003,Public Health Institution,"Institute of Epidemiology, Disease Control & Research (IEDCR) [DGHS Facility ID 3]",1
100004,Public Health Institution,Institute of Public Health (IPH) [DGHS Facility ID 4],1
100005,Public Health Institution,Institute Of Public Health Nutrition (IPHN) [DGHS Facility ID 5],1
100006,Postgraduate Institute & Hospital,National Institute Of Cancer Research And Hospital (NICR&H) [DGHS Facility ID 6],1
100007,Postgraduate Institute & Hospital,National Institute Of Cardiovascular Disease (NICVD) [DGHS Facility ID 7],1
100008,Postgraduate Institute & Hospital,National Institute of Diseases of the Chest & Hospital (NIDCH) [DGHS Facility ID 8],1
100009,Postgraduate Institute & Hospital,National Institute of Kidney Disease and Urology (NIKDU) [DGHS Facility ID 9],1
100010,Postgraduate Institute & Hospital,National Institute Of Mental Health (NIMH) [DGHS Facility ID 10],1
100011,Postgraduate Institute & Hospital,National Institute Of Ophthalmology (NIO) [DGHS Facility ID 11],1
100012,Public Health Institution,National Institute of Preventive and Social Medicine (NIPSOM) [DGHS Facility ID 12],1
100013,Postgraduate Institute & Hospital,National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR) [DGHS Facility ID 13],1
100014,Specialized Health Center,National Center For Control Of Rheumatic Fever & Heart Disease [DGHS Facility ID 14],1
100015,Urban Dispensary,A. G. B. Urban Dispensary [DGHS Facility ID 15],1
100016,School Health Clinic,Armanitola School Health Clinic [DGHS Facility ID 16],1
100017,School Health Clinic,Azimpur School Health Clinic [DGHS Facility ID 17],1
100018,Urban Dispensary,B. G. Press Urban Dispensary [DGHS Facility ID 18],1
100019,Urban Dispensary,Banga Bhaban Urban Dispensary [DGHS Facility ID 19],1
100020,Other Hospital,Bangladesh Secretariat Clinic [DGHS Facility ID 20],1
100021,Port Health Office,Chattogram Airport Health Office [DGHS Facility ID 21],2
100022,Specialized Health Center,National Asthma Center [DGHS Facility ID 22],1
100023,District Level Office,Dhaka Civil Surgeon Office [DGHS Facility ID 23],1
100024,Public Health Institution,Center For Medical Education [DGHS Facility ID 24],1
100025,Dental College,Dhaka Dental College [DGHS Facility ID 25],1
100026,Dental College Hospital,Dhaka Dental College Hospital [DGHS Facility ID 26],1
100027,College of Alternative Medicine,Govt. Homeopathic Medical College [DGHS Facility ID 27],1
100028,Institute of Health Technology,Dhaka Institute of Health Technology [DGHS Facility ID 28],1
100029,Leprosy Hospital,Dhaka Leprosy Hospital [DGHS Facility ID 29],1
100030,Medical College,Dhaka Medical College [DGHS Facility ID 30],1
100031,Medical College Hospital,Dhaka Medical College Hospital [DGHS Facility ID 31],1
100032,Special Purpose Hospital,"Sarkari Karmachari Hospital- Fulbaria, Dhaka-1000 [DGHS Facility ID 32]",1
100033,Urban Dispensary,Gandaria Urban Dispensary [DGHS Facility ID 33],1
100034,Urban Dispensary,Green Road Urban Dispensary [DGHS Facility ID 34],1
100035,Urban Dispensary,Hajari Bag Urban Dispensary [DGHS Facility ID 35],1
100036,Urban Dispensary,Johnson Road Urban Dispensary [DGHS Facility ID 36],1
100037,Urban Dispensary,Jhigatala Urban Dispensary [DGHS Facility ID 37],1
100038,Urban Dispensary,Khilgoan Urban Dispensary [DGHS Facility ID 38],1
100039,Urban Dispensary,Mirpur Old Colony Urban Dispensary [DGHS Facility ID 39],1
100040,Urban Dispensary,Mirpur Section -10 Urban Dispensary [DGHS Facility ID 40],1
100041,Urban Dispensary,Mirpur Section -1 Urban Dispensary [DGHS Facility ID 41],1
100042,Urban Dispensary,Motijheel Urban Dispensary [DGHS Facility ID 42],1
100043,Urban Dispensary,Mohammadpur (rayar Bazar) Urban Dispensary [DGHS Facility ID 43],1
100044,Urban Dispensary,Nayatola Urban Dispensary [DGHS Facility ID 44],1
100045,Urban Dispensary,Palashi Barac Urban Dispensary [DGHS Facility ID 45],1
100046,Medical College,Shaheed Suhrawardy Medical College [DGHS Facility ID 46],1
100047,Medical College Hospital,Shaheed Suhrawardy Medical College Hospital [DGHS Facility ID 47],1
100048,School Health Clinic,Sher-e-bangla Nagar School Health Clinic [DGHS Facility ID 48],1
100049,Urban Dispensary,Sher-e-bangla Nagor Urban Dispensary [DGHS Facility ID 49],1
100050,Specialized Hospital,Shyamoli 250 bed TB Hospital (National TB Control Project) [DGHS Facility ID 50],1
100051,Medical College,Sir Salimullah Medical College [DGHS Facility ID 51],1
100052,Medical College Hospital,Sir Salimullah Medical College Mitford Hospital [DGHS Facility ID 52],1
100053,31-bed Hospital,"Tejgaon Health Complex, Dhaka [DGHS Facility ID 53]",1
100054,Chest Disease Hospital,Tb Control And Training Institute [DGHS Facility ID 54],1
100055,Union Health Sub Center,Amta Union Health Sub Center [DGHS Facility ID 55],1
100056,Union Health Sub Center,Baleswar(sutipara) Union Health Sub Center [DGHS Facility ID 56],1
100057,Union Health Sub Center,Balia Union Health Sub Center [DGHS Facility ID 57],1
100058,Union Health Sub Center,Gangutia Union Health Sub Center [DGHS Facility ID 58],1
100059,Union Health Sub Center,Mohishashi(sanora) Union Health Sub Center [DGHS Facility ID 59],1
100060,Upazila Health Complex,Dhamrai Upazila Health Complex [DGHS Facility ID 60],1
100061,Union Health Sub Center,Simulia(bhararia) Union Health Sub Center [DGHS Facility ID 61],1
100062,Union Health Sub Center,Suapur Union Health Sub Center [DGHS Facility ID 62],1
100063,Union Health Sub Center,Malikanda(narisha) Union Health Sub Center [DGHS Facility ID 63],1
100064,Union Health Sub Center,Muksudpur Union Health Sub Center [DGHS Facility ID 64],1
100065,Upazila Health Complex,Dohar Upazila Health Complex [DGHS Facility ID 65],1
100066,Infectious Disease Hospital,Dhaka Infectious Disease Hospital [DGHS Facility ID 66],1
100067,Union Health Sub Center,Hazratpur Union Health Sub Center [DGHS Facility ID 67],1
100068,Union Health & Family Welfare Center (UH&FWC),Kalatia Uh&fwc [DGHS Facility ID 68],1
100069,20-bed Hospital,Jinjira 20 bed Hospital [DGHS Facility ID 69],1
100070,Upazila Health Complex,Keraniganj Upazila Health Complex [DGHS Facility ID 70],1
100071,Union Health Sub Center,Talepur Union Health Sub Center [DGHS Facility ID 71],1
100072,Union Health Sub Center,Teguria Union Health Sub Center [DGHS Facility ID 72],1
100073,Union Health Sub Center,Barua Khali Union Health Sub Center [DGHS Facility ID 73],1
100074,Union Health Sub Center,Churain Union Health Sub Center [DGHS Facility ID 74],1
100075,Union Health Sub Center,Nawabganj Union Health Sub Center [DGHS Facility ID 75],1
100076,Upazila Health Complex,Nawabganj Upazila Health Complex [DGHS Facility ID 76],1
100077,Union Health Sub Center,Aminbazar Union Health Sub Center [DGHS Facility ID 77],1
100078,Union Health Sub Center,Birulia Union Health Sub Center [DGHS Facility ID 78],1
100079,Upazila Health Complex,Savar Upazila Health Complex [DGHS Facility ID 79],1
100080,Union Health Sub Center,Kamargram(gopalpur) Union Health Sub Center [DGHS Facility ID 80],1
100081,Upazila Health Complex,Alfadanga Upazila Health Complex [DGHS Facility ID 81],1
100082,Union Health & Family Welfare Center (UH&FWC),Chandra Bazar Uh&fwc [DGHS Facility ID 82],1
100083,Union Health & Family Welfare Center (UH&FWC),Duair Uh&fwc [DGHS Facility ID 83],1
100084,Union Health & Family Welfare Center (UH&FWC),Manikdah Uh&fwc [DGHS Facility ID 84],1
100085,Upazila Health Complex,Bhanga Upazila Health Complex [DGHS Facility ID 85],1
100086,Union Health & Family Welfare Center (UH&FWC),Pathrail(azimnagar) Uh&fwc [DGHS Facility ID 86],1
100087,Union Health Sub Center,Bangaswari(chandpur) Union Health Sub Center [DGHS Facility ID 87],1
100088,Union Health Sub Center,Kadirdi(satair) Union Health Sub Center [DGHS Facility ID 88],1
100089,Union Health Sub Center,Khamarpara(hoshpur) Union Health Sub Center [DGHS Facility ID 89],1
100090,Union Health Sub Center,Khorsuti(moyna) Union Health Sub Center [DGHS Facility ID 90],1
100091,Upazila Health Complex,Boalmari Upazila Health Complex [DGHS Facility ID 91],1
100092,Union Health Sub Center,Rupapath Union Health Sub Center [DGHS Facility ID 92],1
100093,Union Health Sub Center,Char Haziganj Union Health Sub Center [DGHS Facility ID 93],1
100094,Upazila Health Complex,Charbhadrason Upazila Health Complex [DGHS Facility ID 94],1
100095,Union Health Sub Center,Bilmamudpur Union Health Sub Center [DGHS Facility ID 95],1
100096,Union Health Sub Center,Ishangopalpur Union Health Sub Center [DGHS Facility ID 96],1
100097,Union Health Sub Center,Kanaipur Union Health Sub Center [DGHS Facility ID 97],1
100098,Union Health Sub Center,Krishnanagar Union Health Sub Center [DGHS Facility ID 98],1
100099,Upazila Level Office,Faridpur (sadar) Upazila Health Office [DGHS Facility ID 99],1
100100,District Level Office,Faridpur Civil Surgeon Office [DGHS Facility ID 100],1
100101,District/General Hospital,Faridpur General Hospital [DGHS Facility ID 101],1
100102,Medical Assistants` Training School,Faridpur Medical Assistants' Training School (MATS) [DGHS Facility ID 102],1
100103,Medical College,Faridpur Medical College [DGHS Facility ID 103],1
100104,Medical College Hospital,Faridpur Medical College Hospital [DGHS Facility ID 104],1
100105,School Health Clinic,Faridpur School Health Clinic [DGHS Facility ID 105],1
100106,Chest Disease Clinic,Faridpur Chest Disease Clinic [DGHS Facility ID 106],1
100107,Chest Disease Hospital,Faridpur Chest Disease Hospital [DGHS Facility ID 107],1
100108,Trauma Center,Faridpur Trauma Center [DGHS Facility ID 108],1
100109,Upazila Health Complex,Modhukhali Upazila Health Complex [DGHS Facility ID 109],1
100110,Union Health Sub Center,Gopaldi(raipur) Union Health Sub Center [DGHS Facility ID 110],1
100111,Union Health Sub Center,Mathurapur(gozna) Union Health Sub Center [DGHS Facility ID 111],1
100113,Union Health & Family Welfare Center (UH&FWC),Bhabukdia Uh&fwc [DGHS Facility ID 113],1
100114,Union Health Sub Center,Chandhat(charjesordi) Union Health Sub Center [DGHS Facility ID 114],1
100115,Union Health Sub Center,Laskardia Union Health Sub Center [DGHS Facility ID 115],1
100116,Upazila Health Complex,Nagarkanda Upazila Health Complex [DGHS Facility ID 116],1
100117,Union Health Sub Center,Rahutpara(gatti) Union Health Sub Center [DGHS Facility ID 117],1
100118,Union Health Sub Center,Ramkantapur Union Health Sub Center [DGHS Facility ID 118],1
100119,Union Health Sub Center,Talma Union Health Sub Center [DGHS Facility ID 119],1
100120,Union Health Sub Center,Akoterchar Union Health Sub Center [DGHS Facility ID 120],1
100121,Union Health Sub Center,Char Bishnapur Union Health Sub Center [DGHS Facility ID 121],1
100122,Union Health & Family Welfare Center (UH&FWC),Char Nawabed Uh&fwc [DGHS Facility ID 122],1
100123,Union Health & Family Welfare Center (UH&FWC),Hat Krishnapur Uh&fwc [DGHS Facility ID 123],1
100124,Upazila Health Complex,Sadarpur Upazila Health Complex [DGHS Facility ID 124],1
100125,General Hospital (Non District Hospital),Shaheed Ahsan Ullah Master General Hospital [DGHS Facility ID 125],1
100126,Union Health Sub Center,Azampur Union Health Sub Center [DGHS Facility ID 126],1
100127,Union Health Sub Center,Datta Para Union Health Sub Center [DGHS Facility ID 127],1
100128,Union Health Sub Center,Kadda(bashan) Union Health Sub Center [DGHS Facility ID 128],1
100129,Union Health Sub Center,Mirzapur Union Health Sub Center [DGHS Facility ID 129],1
100130,Upazila Level Office,Gazipur (sadar) Upazila Health Office [DGHS Facility ID 130],1
100131,Union Health Sub Center,Salna(kawaltia) Union Health Sub Center [DGHS Facility ID 131],1
100132,District Level Office,Gazipur Civil Surgeon Office [DGHS Facility ID 132],1
100133,Other,Gazipur District Hospital [DGHS Facility ID 133],1
100134,Union Health Sub Center,Benupur Union Health Sub Center [DGHS Facility ID 134],1
100135,Union Health Sub Center,Chabagan Union Health Sub Center [DGHS Facility ID 135],1
100136,Union Health Sub Center,Kaliakair Union Health Sub Center [DGHS Facility ID 136],1
100137,Upazila Health Complex,Kaliakair Upazila Health Complex [DGHS Facility ID 137],1
100138,Union Health Sub Center,Shakershar Union Health Sub Center [DGHS Facility ID 138],1
100139,Union Health Sub Center,Kaliganj Union Health Sub Center [DGHS Facility ID 139],1
100140,Upazila Health Complex,Kaliganj Upazila Health Complex [DGHS Facility ID 140],1
100141,Union Health Sub Center,Kapasia Union Health Sub Center [DGHS Facility ID 141],1
100142,Upazila Health Complex,Kapasia Upazila Health Complex [DGHS Facility ID 142],1
100143,Union Health Sub Center,Toke Union Health Sub Center [DGHS Facility ID 143],1
100144,Union Health Sub Center,Barmi Union Health Sub Center [DGHS Facility ID 144],1
100145,Union Health Sub Center,Kaoraid Union Health Sub Center [DGHS Facility ID 145],1
100146,Union Health Sub Center,Mawna Union Health Sub Center [DGHS Facility ID 146],1
100147,Upazila Health Complex,Sreepur Upazila Health Complex [DGHS Facility ID 147],1
100148,Union Health Sub Center,Rajendrapur(rajabari) Union Health Sub Center [DGHS Facility ID 148],1
100149,Union Health Sub Center,Sreepur Union Health Sub Center [DGHS Facility ID 149],1
100150,Union Health Sub Center,Kajulia Union Health Sub Center [DGHS Facility ID 150],1
100151,Upazila Level Office,Gopalganj (sadar) Upazila Health Office [DGHS Facility ID 151],1
100152,Union Health Sub Center,Paikkandi Union Health Sub Center [DGHS Facility ID 152],1
100153,Union Health Sub Center,Satpar Union Health Sub Center [DGHS Facility ID 153],1
100154,Union Health Sub Center,Ulpur Union Health Sub Center [DGHS Facility ID 154],1
100155,District Level Office,Gopalganj Civil Surgeon Office [DGHS Facility ID 155],1
100156,Chest Disease Clinic,Gopalganj Chest Disease Clinic [DGHS Facility ID 156],1
100157,10-bed Hospital,Gopinathpur 10 bed Hospital (RHC) [DGHS Facility ID 157],1
100158,Union Health Sub Center,Fukra Union Health Sub Center [DGHS Facility ID 158],1
100159,Union Health Sub Center,Ghonapara(ratail) Union Health Sub Center [DGHS Facility ID 159],1
100160,Union Health Sub Center,Joynagar(moheshpur) Union Health Sub Center [DGHS Facility ID 160],1
100161,Union Health Sub Center,Nizamkandi Union Health Sub Center [DGHS Facility ID 161],1
100162,Upazila Health Complex,Kashiani Upazila Health Complex [DGHS Facility ID 162],1
100163,Union Health Sub Center,Rahuthar(hatiara) Union Health Sub Center [DGHS Facility ID 163],1
100164,Union Health Sub Center,Rajpat Union Health Sub Center [DGHS Facility ID 164],1
100165,Union Health Sub Center,Ramdia(bethuri) Union Health Sub Center [DGHS Facility ID 165],1
100166,Union Health Sub Center,Sajail Union Health Sub Center [DGHS Facility ID 166],1
100167,Union Health Sub Center,Kushla Union Health Sub Center [DGHS Facility ID 167],1
100168,Upazila Health Complex,Kotalipara Upazila Health Complex [DGHS Facility ID 168],1
100169,Union Health Sub Center,Ramshil Union Health Sub Center [DGHS Facility ID 169],1
100170,Union Health Sub Center,Dignagar Union Health Sub Center [DGHS Facility ID 170],1
100171,Union Health Sub Center,Gohala Union Health Sub Center [DGHS Facility ID 171],1
100172,Union Health Sub Center,Jalirpar Union Health Sub Center [DGHS Facility ID 172],1
100173,Union Health Sub Center,Kalinagar Union Health Sub Center [DGHS Facility ID 173],1
100174,Union Health Sub Center,Khanpura Union Health Sub Center [DGHS Facility ID 174],1
100175,Union Health Sub Center,Machna Union Health Sub Center [DGHS Facility ID 175],1
100176,Upazila Health Complex,Muksudpur Upazila Health Complex [DGHS Facility ID 176],1
100177,Upazila Health Complex,Tungipara Upazila Health Complex [DGHS Facility ID 177],1
100178,Union Health Sub Center,Pakutia(dumaria) Union Health Sub Center [DGHS Facility ID 178],1
100179,Union Health Sub Center,Patgati Union Health Sub Center [DGHS Facility ID 179],1
100180,Union Health Sub Center,Ghashirpara Union Health Sub Center [DGHS Facility ID 180],8
100181,Union Health Sub Center,Marurchar Union Health Sub Center [DGHS Facility ID 181],8
100182,Union Health Sub Center,Nilakhia Union Health Sub Center [DGHS Facility ID 182],8
100183,Upazila Health Complex,Bakshiganj Upazila Health Complex [DGHS Facility ID 183],8
100184,Union Health Sub Center,Shadhurpara Union Health Sub Center [DGHS Facility ID 184],8
100185,Union Health Sub Center,Sharmara(bogarchar) Union Health Sub Center [DGHS Facility ID 185],8
100186,Upazila Health Complex,Dewanganj Upazila Health Complex [DGHS Facility ID 186],8
100187,Union Health Sub Center,Parramrampur Union Health Sub Center [DGHS Facility ID 187],8
100188,Union Health Sub Center,Sanandabari Union Health Sub Center [DGHS Facility ID 188],8
100189,Union Health Sub Center,Chinaduli Union Health Sub Center [DGHS Facility ID 189],8
100190,Union Health Sub Center,Kulkandi Union Health Sub Center [DGHS Facility ID 190],8
100191,Upazila Health Complex,Islampur Upazila Health Complex [DGHS Facility ID 191],8
100192,Union Health Sub Center,Shyampur(chargoalini) Union Health Sub Center [DGHS Facility ID 192],8
100193,Union Health Sub Center,Chandra Union Health Sub Center [DGHS Facility ID 193],8
100194,Union Health Sub Center,Digpait Union Health Sub Center [DGHS Facility ID 194],8
100195,Union Health Sub Center,Itail Union Health Sub Center [DGHS Facility ID 195],8
100196,Union Health Sub Center,Kendua Union Health Sub Center [DGHS Facility ID 196],8
100197,Union Health Sub Center,Mesta Union Health Sub Center [DGHS Facility ID 197],8
100198,Union Health Sub Center,Nandina Union Health Sub Center [DGHS Facility ID 198],8
100199,Union Health Sub Center,Narundi Union Health Sub Center [DGHS Facility ID 199],8
100200,Upazila Level Office,Jamalpur (sadar) Upazila Health Office [DGHS Facility ID 200],8
100201,Union Health Sub Center,Shahbazpur Union Health Sub Center [DGHS Facility ID 201],8
100202,Union Health Sub Center,Shailerkanda Union Health Sub Center [DGHS Facility ID 202],8
100203,District/General Hospital,Jamalpur 250 Beded General Hospital [DGHS Facility ID 203],8
100204,District Level Office,Jamalpur Civil Surgeon Office [DGHS Facility ID 204],8
100205,Chest Disease Clinic,Jamalpur Chest Disease Clinic [DGHS Facility ID 205],8
100206,Union Health Sub Center,Muslimabad Union Health Sub Center [DGHS Facility ID 206],8
100207,Upazila Health Complex,Madarganj Upazila Health Complex [DGHS Facility ID 207],8
100208,Union Health Sub Center,Patadaha Union Health Sub Center [DGHS Facility ID 208],8
100209,Union Health Sub Center,Shidhuli Union Health Sub Center [DGHS Facility ID 209],8
100210,Union Health Sub Center,Teghoria Union Health Sub Center [DGHS Facility ID 210],8
100211,Union Health Sub Center,Mahamudpur Union Health Sub Center [DGHS Facility ID 211],8
100212,Union Health Sub Center,Mohiramkul (Charbani Pakuria) Union Health Sub Center [DGHS Facility ID 212],8
100213,Upazila Health Complex,Melandah Upazila Health Complex [DGHS Facility ID 213],8
100214,Union Health Sub Center,Bawshi(bhatara) Union Health Sub Center [DGHS Facility ID 214],8
100215,Upazila Health Complex,Sarishabari Upazila Health Complex [DGHS Facility ID 215],8
100216,Union Health Sub Center,Pingna Union Health Sub Center [DGHS Facility ID 216],8
100217,Union Health Sub Center,Pogoldigha Union Health Sub Center [DGHS Facility ID 217],8
100218,Upazila Health Complex,Austagram Upazila Health Complex [DGHS Facility ID 218],1
100219,Union Health Sub Center,Halimpur Union Health Sub Center [DGHS Facility ID 219],1
100220,Union Health Sub Center,Hilachia Union Health Sub Center [DGHS Facility ID 220],1
100221,Union Health Sub Center,Humainpur Union Health Sub Center [DGHS Facility ID 221],1
100222,Upazila Health Complex,Bajitpur Upazila Health Complex [DGHS Facility ID 222],1
100223,Union Health Sub Center,Sararchar Union Health Sub Center [DGHS Facility ID 223],1
100224,Union Health Sub Center,Bhairab Union Health Sub Center [DGHS Facility ID 224],1
100225,Upazila Health Complex,Bhairab Upazila Health Complex [DGHS Facility ID 225],1
100226,Union Health Sub Center,Shimul Kandi Union Health Sub Center [DGHS Facility ID 226],1
100227,Upazila Health Complex,Hossainpur Upazila Health Complex [DGHS Facility ID 227],1
100228,Union Health Sub Center,Badla Union Health Sub Center [DGHS Facility ID 228],1
100229,Upazila Health Complex,Itna Upazila Health Complex [DGHS Facility ID 229],1
100230,Union Health Sub Center,Guzadia Union Health Sub Center [DGHS Facility ID 230],1
100231,Upazila Health Complex,Karimganj Upazila Health Complex [DGHS Facility ID 231],1
100232,Union Health Sub Center,Banagram Union Health Sub Center [DGHS Facility ID 232],1
100233,Union Health Sub Center,Doldia Union Health Sub Center [DGHS Facility ID 233],1
100234,Union Health Sub Center,Kargoan Union Health Sub Center [DGHS Facility ID 234],1
100235,Union Health Sub Center,Masua Union Health Sub Center [DGHS Facility ID 235],1
100236,Upazila Health Complex,Katiadi Upazila Health Complex [DGHS Facility ID 236],1
100237,Upazila Level Office,Kishoreganj (sadar) Upazila Health Office [DGHS Facility ID 237],1
100238,District/General Hospital,Kishoreganj 250 Bed District Sadar Hospital [DGHS Facility ID 238],1
100239,District Level Office,Kishoreganj Civil Surgeon Office [DGHS Facility ID 239],1
100240,Chest Disease Clinic,Kishoreganj Chest Disease Clinic [DGHS Facility ID 240],1
100241,Upazila Health Complex,Kuliarchar Upazila Health Complex [DGHS Facility ID 241],1
100242,Union Health Sub Center,Salua Union Health Sub Center [DGHS Facility ID 242],1
100243,Union Health Sub Center,Gopedighi Union Health Sub Center [DGHS Facility ID 243],1
100244,Upazila Health Complex,Mithamoin Upazila Health Complex [DGHS Facility ID 244],1
100245,Upazila Health Complex,Nikli Upazila Health Complex [DGHS Facility ID 245],1
100246,Union Health Sub Center,Kalichapr(patuabanga) Union Health Sub Center [DGHS Facility ID 246],1
100247,Upazila Health Complex,Pakundia Upazila Health Complex [DGHS Facility ID 247],1
100248,Upazila Health Complex,Tarail Upazila Health Complex [DGHS Facility ID 248],1
100249,Union Health Sub Center,Taljanga Union Health Sub Center [DGHS Facility ID 249],1
100250,Union Health Sub Center,Dasher Union Health Sub Center [DGHS Facility ID 250],1
100252,Union Health Sub Center,Khaserhat(bansgari) Union Health Sub Center [DGHS Facility ID 252],1
100253,Upazila Health Complex,Kalkini Upazila Health Complex [DGHS Facility ID 253],1
100254,Union Health Sub Center,Shahebrampur Union Health Sub Center [DGHS Facility ID 254],1
100255,Union Health Sub Center,Chargobindapur Union Health Sub Center [DGHS Facility ID 255],1
100256,Upazila Level Office,Madaripur (sadar) Upazila Health Office [DGHS Facility ID 256],1
100257,District Level Office,Madaripur Civil Surgeon Office [DGHS Facility ID 257],1
100258,District/General Hospital,Madaripur District Hospital [DGHS Facility ID 258],1
100259,Chest Disease Clinic,Madaripur Chest Disease Clinic [DGHS Facility ID 259],1
100260,Union Health Sub Center,Amgram Union Health Sub Center [DGHS Facility ID 260],1
100261,Union Health Sub Center,Bajitpur Union Health Sub Center [DGHS Facility ID 261],1
100262,Union Health Sub Center,Ishibpur Union Health Sub Center [DGHS Facility ID 262],1
100263,Union Health Sub Center,Kabirajpur Union Health Sub Center [DGHS Facility ID 263],1
100264,Union Health Sub Center,Khalia Union Health Sub Center [DGHS Facility ID 264],1
100265,Upazila Health Complex,Rajoir Upazila Health Complex [DGHS Facility ID 265],1
100266,Union Health Sub Center,Bandarkhola(matbarrcha) Union Health Sub Center [DGHS Facility ID 266],1
100267,Union Health Sub Center,Dattapara Union Health Sub Center [DGHS Facility ID 267],1
100268,Union Health Sub Center,Nilokhi Union Health Sub Center [DGHS Facility ID 268],1
100269,Upazila Health Complex,Shibchar Upazila Health Complex [DGHS Facility ID 269],1
100270,Union Health Sub Center,Bachamara Union Health Sub Center [DGHS Facility ID 270],1
100271,Union Health Sub Center,Daulatpur Union Health Sub Center [DGHS Facility ID 271],1
100272,Upazila Health Complex,Daulatpur Upazila Health Complex [DGHS Facility ID 272],1
100273,Union Health Sub Center,Samgonj Hat(jeonpur) Union Health Sub Center [DGHS Facility ID 273],1
100274,Union Health Sub Center,Baikantapur Union Health Sub Center [DGHS Facility ID 274],1
100275,Union Health Sub Center,Ghior Union Health Sub Center [DGHS Facility ID 275],1
100276,Upazila Health Complex,Ghior Upazila Health Complex [DGHS Facility ID 276],1
100277,Union Health Sub Center,Payla Union Health Sub Center [DGHS Facility ID 277],1
100278,Union Health Sub Center,Zabra(baliakhura) Union Health Sub Center [DGHS Facility ID 278],1
100279,Union Health Sub Center,Azimnagar Union Health Sub Center [DGHS Facility ID 279],1
100280,Union Health Sub Center,Balora Union Health Sub Center [DGHS Facility ID 280],1
100281,Union Health Sub Center,Kanchanpur Union Health Sub Center [DGHS Facility ID 281],1
100282,Union Health Sub Center,Lesragonj Union Health Sub Center [DGHS Facility ID 282],1
100283,Upazila Health Complex,Harirampur Upazila Health Complex [DGHS Facility ID 283],1
100284,Union Health Sub Center,Zitka(gala) Union Health Sub Center [DGHS Facility ID 284],1
100285,Union Health Sub Center,Bankhuri(hatipara) Union Health Sub Center [DGHS Facility ID 285],1
100286,Union Health Sub Center,Betila Mitra Union Health Sub Center [DGHS Facility ID 286],1
100287,Union Health Sub Center,Garpara Union Health Sub Center [DGHS Facility ID 287],1
100288,Union Health Sub Center,Krishnapur(katigram) Union Health Sub Center [DGHS Facility ID 288],1
100289,Union Health Sub Center,Nabogram Union Health Sub Center [DGHS Facility ID 289],1
100290,Upazila Level Office,Manikganj (sadar) Upazila Health Office [DGHS Facility ID 290],1
100291,District Level Office,Manikganj Civil Surgeon Office [DGHS Facility ID 291],1
100292,District/General Hospital,Manikganj 250 Bed District Hospital [DGHS Facility ID 292],1
100293,Union Health Sub Center,Baliati Union Health Sub Center [DGHS Facility ID 293],1
100294,Union Health Sub Center,Char Tilli Union Health Sub Center [DGHS Facility ID 294],1
100295,Union Health Sub Center,Daragram Union Health Sub Center [DGHS Facility ID 295],1
100296,Union Health Sub Center,Dhankora Union Health Sub Center [DGHS Facility ID 296],1
100297,Union Health Sub Center,Dimukhi Union Health Sub Center [DGHS Facility ID 297],1
100298,Upazila Health Complex,Saturia Upazila Health Complex [DGHS Facility ID 298],1
100299,Union Health Sub Center,Tilli Union Health Sub Center [DGHS Facility ID 299],1
100300,Union Health Sub Center,Maluchi Union Health Sub Center [DGHS Facility ID 300],1
100301,Union Health Sub Center,Mohadebpur Union Health Sub Center [DGHS Facility ID 301],1
100302,Upazila Health Complex,Shibalaya Upazila Health Complex [DGHS Facility ID 302],1
100303,Union Health Sub Center,Shibalaya Union Health Sub Center [DGHS Facility ID 303],1
100304,Union Health Sub Center,Teota Union Health Sub Center [DGHS Facility ID 304],1
100305,Union Health Sub Center,Baira Union Health Sub Center [DGHS Facility ID 305],1
100306,Union Health Sub Center,Baldhara Union Health Sub Center [DGHS Facility ID 306],1
100307,Upazila Health Complex,Singair Upazila Health Complex [DGHS Facility ID 307],1
100308,Union Health Sub Center,Singair Union Health Sub Center [DGHS Facility ID 308],1
100309,Union Health Sub Center,Bhaberchar Union Health Sub Center [DGHS Facility ID 309],1
100310,Union Health Sub Center,Gazaria Union Health Sub Center [DGHS Facility ID 310],1
100311,Union Health Sub Center,Hossaindi Union Health Sub Center [DGHS Facility ID 311],1
100312,Upazila Health Complex,Gazaria Upazila Health Complex [DGHS Facility ID 312],1
100313,Union Health Sub Center,Rasulpur Union Health Sub Center [DGHS Facility ID 313],1
100314,Union Health Sub Center,Dugachi(kumarbhog) Union Health Sub Center [DGHS Facility ID 314],1
100315,Union Health Sub Center,Haldia Union Health Sub Center [DGHS Facility ID 315],1
100316,Union Health Sub Center,Kanakshar Union Health Sub Center [DGHS Facility ID 316],1
100317,Union Health Sub Center,Kazirpagla Union Health Sub Center [DGHS Facility ID 317],1
100318,Upazila Health Complex,Lauhajang Upazila Health Complex [DGHS Facility ID 318],1
100319,Union Health Sub Center,Bajrajogini Union Health Sub Center [DGHS Facility ID 319],1
100320,Union Health Sub Center,Char Dumoria Union Health Sub Center [DGHS Facility ID 320],1
100321,Upazila Level Office,Munshiganj (sadar) Upazila Health Office [DGHS Facility ID 321],1
100322,District Level Office,Munshiganj Civil Surgeon Office [DGHS Facility ID 322],1
100323,District/General Hospital,Munshiganj 250 bed District Hospital [DGHS Facility ID 323],1
