0,1,2,3
Anxiety disorders,6.3,432 603 1,8.3 million BDT (US$ 166 384)
Depression,8.8,831 581 2,9.6 million BDT (US$ 269 124)
Psychosis,5,179 972 1,4.1 million BDT (US$ 128 197)
Bipolar disorder,0.03*,92 290 0,.7 million BDT (US$ 6 364)
Epilepsy,4.5,143 204 1,2.8 million BDT (US$ 116 378)
Alcohol use disorder,9.5*,17 516 2,2.7 million BDT (US$ 93 149)
Pesticide ban,1.2,112 289 1,5.4 million BDT (US$ 140 017)
"Universal school-
based interventions",-0.9,190 231 1,2.6 million BDT (US$ 114 559)
