0,1,2,3
"Table 8.8. Enrolment capacity of the government and private medical assistant training schools
(MATS) in 2023-2024 academic year",,,
"Sl.
no.",Name of institution,Estd. year,"Enrolment capacity
(No. of seats)"
1,"Enrolment capacity of the government medical
assistant training schools (MATS)-20",1976-2022,"1,390"
2,"Enrolment capacity of the private medical
assistant training schools (MATS)-200",2008-2022,"13,540"
Total,,,"14,622"
