0,1,2,3,4,5,6,7,8,9,10
"Table 5.4. Outpatient, emergency and indoor attendance at government medical college
hospitals, 2023",,,,,,,,,,
"Sl.
no.","Name of
medical
college
hospital",Outpatient visit,,Emergency visit,,Admission,,ALS,BOR,"Sanctioned
beds"
,,Male,Female,Male,Female,Male,Female,,,
1,"Bangabandhu
Sheikh Mujib
Medical
College
Hospital,
Faridpur","162,968","252,137","5,721","6,051","51,775","52,653",3.4,183.8,"1,000"
2,"Chattogram
Medical
College
Hospital","555,994","534,051","195,785","159,614","150,072","120,227",4.6,139.6,"2,200"
3,"Colonel
Malek
Medical
College
Hospital","127,803","156,687","2,804","1,909","15,744","193,21",2.8,69.9,500
Table 5.4 contd.,,,,,,,,,,
