0,1,2,3,4,5,6,7,8,9,10
Table continued...,,,,,,,,,,
"Sl.
no.","Name of
district-kevel
hospital",OPD visit,,Emergency visit,,Admission,,ALS,BOR,"Sanctioned
beds"
,,Male,Female,Male,Female,Male,Female,,,
12,"Cox’s Bazar
250-bed
District
Sadar
Hospital","185,868","290,297","68,365","73,021","37,676","45,995",2.9,272.5,250
13,"Cumilla
General
Hospital","134,308","200,031","21,604","13,837","4,527","5,387",2.2,116.7,100
14,"Dinajpur
250-bed
General
Hospital","89,346","116,543","22,085","18,964","8,559","11,097",3.7,78.4,250
15,"Faridpur
General
Hospital","70,704","63,380","32,544","25,921","12,728","9,537",2.3,123.5,100
16,"Feni 250-
bed District
Sadar
Hospital","1,194,99","123,380","42,738","46,369","24,235","35,079",2.7,161.4,250
17,"Gaibandha
250-bed
District
Hospital","99,082","107,899","43,346","41,811","17,302","20,147",2.4,98.8,250
18,"Gopalganj
250-bed
General
Hospital","88,086","94,548","31,441","30,539","23,028","26,184",2.8,136.1,250
19,"Habiganj
250-bed
District
Hospital","82,674","104,661","57,173","53,384","31,850","34,118",3.6,284.7,250
20,"Jamalpur
250-beded
General
Hospital","176,325","177,922","51,072","52,750","37,166","38,396",2.7,217.5,250
21,"Jashore 250-
bed General
Hospital","228,016","399,805","8,576","11,168","43,140","49,143",3.0,251.6,250
22,"Jhalokathi
District
Hospital","65,560","104,874","36,618","35,612","6,663","9,116",2.5,105.1,250
Table 5.5 contd.,,,,,,,,,,
