0,1,2,3,4,5,6,7,8
,Barishal,Chattogram,Dhaka,Khulna,Mymensingh,Rajshahi,Rangpur,Sylhet
Functional,466,"1,523",993,938,378,675,702,364
"Not installed
Not working","19
1","54
33","20
12","51
14","11
0","25
0","42
4","40
0"
Not in use,0,1,8,5,5,0,7,21
Condemnable,70,123,78,64,13,39,77,22
