0,1,2,3,4,5
"Table 4.6.5. SBCC materials (posters, leaflets, etc.) developed/printed in BHE Press and
distributed in different districts during 2023 (Printed around 11 lakh 90 thousand 9 hundred
leaflets, posters, forms on different health issues)",,,,,
"Sl.
no.",Short description of the SBCC materials,Type of SBCC materials,,,
,,Leaflet,Poster,Note pad,Book
1,COVID-19 prevention/control,"200,000","40,000",,
2,"World Health Day, 2023","30,000","22,000",,
3,"Health awareness on diarrhea prevention/
control","100,000",,,
4,Health awareness of dengue prevention/control,"300,000",,,
5,Health awareness during flood,"100,000",,,
6,"Health awareness on chikungunya prevention/
control","100,000",,,
7,"Health awareness on Nipah virus prevention/
control","100,000",,,
Table 4.6.5. contd.,,,,,
