0,1,2,3
Primary site of tumour,Sex,,Total
,Male,Female,
Kidney,75 (31.4),28 (38.3),103 (33.0)
Renal pelvis,1 (0.4),1 (1.4),2 (0.6)
Bladder,163 (68.2),44 (60.3),207 (66.4)
Total,239 (100.0),73 (100.0),312 (100.0)
