0,1,2,3
"Table-A. Total per capita income loss of affected people
of Bangladesh due to sea level rise only",,,
Year,"Per capita annual
income","Annual per capita
income & affected
people (Year 2020
to 2100)","Cumulative per
capita income
loss (Year
2020 to 2100)"
2020,US$ 1241,"Average income:
US$ 3721
Average number of
affected people: 4.1
million","US$ 3540
billion (if 50%
of the affected
people remain
unemployed)"
2050,US$ 3101,,
2100,US$ 6201,,
