0,1
Country,"Deaths/100,000 inhabitants"
Bangladesh,2.98
Pakistan,2.72
"Korea, DPR",2.33
Vietnam,1.98
Papua New Guinea,1.89
Bolivia,1.38
Nicaragua,0.89
Tajikistan,0.57
Greece,0.50
Oman,0.40
