0,1
Country,No. of deaths
Bangladesh,4729
"Korea, DPR",554
Nicaragua,111
Oman,49
Pakistan,928
Bolivia,131
Papua New Ginea,172
Vietnam,346
Greece,99
Tajikistan,34
