0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Category,,,,,"Sanctioned
post",,,,Filled up post,,,,,,,,"VVaac
ppo",,"caanntt
osstt",,"Rate of
vacancy (%)",,
,,,,,,,,,Male,,,Female,,,Total,,,,,,,,
"Grade 9
and above",,Doctors,,,"35,418",,,16914,,,9935,,,"26,849",,,"88,,556699",,,,24.19,,
,,AAlltteerrnnaattee MMeeddiicciinnee PPhhyyssiicciiaann,,,347,,,89,,,53,,,142,,,220055,,,,59.08,,
,,Non-Doctors,,,572,,,182,,,49,,,231,,,334411,,,,59.65,,
Grade 10*,,,,,"1,173",,,588,,,82,,,670,,,550033,,,,42.98,,
Grade 11 to 16,,,,,"55,929",,,23828,,,11403,,,35231,,,2200669988,,,,36.99,,
Grade 17 to 20,,,,,"25,660",,,11131,,,3691,,,14822,,,1100883388,,,,42.29,,
,Total,,,,,119099,,,52732,,,25213,,,77945,,,4411,115544,,,34.55,
