0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Designation group,,Pay,,,Total,,,Filled,,,Filled,,,Filled,,Vacant
,,Scale,,,Posts,,,(Male),,,(Female),,,Total,,
"Sub-Assistant Community Medical
Officer",11,,,5319,,,2364,,,1227,,,3591,,,1728
Health Inspector,14,,,1411,,,783,,,112,,,895,,,516
Assistant Health Inspector,15,,,4219,,,1772,,,1628,,,3400,,,819
Health Assistant,16,,,20908,,,8154,,,6279,,,14433,,,6475
Total,,,,31857,,,13073,,,9246,,,22319,,,9538
