0,1,2,3,4,5,6,7,8,9,10,11,12,13
Training,,,Training in 2009 - 2020,,,,,Training in 2019 -2020,,,,,
,,,,Batches,,Participants,,,Batches,,,Participants,
Local training,,,"9,723",,,"2,65,295",,"1,299",,,"32,405",,
,Foreign training,,,255,,"1,756",,,31,,,325,
