0,1,2,3,4,5,6,7,8,9,10,11
Thematic Area,"Name of the
Country","Number of
Batches",,Budget,,Description of Participants,,,,,
,,,,Utilized,,,MOHFW,,,DGHS,
,,,,(BDT in Lac),,,personnel,,,personnel,
"Training on Effective
Health Communication and
SBCC activity",Egypt,1,"GOB
62.13",,,02,,,07,,
