0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
No.,,,Type of care,,,"Male
patients",,,"Female
patients",,,Child patients,,,"Total
patients",
,1.,,,Outdoor,,,24431,,,28447,,,24176,,77054,
2.,,,Emergency,,,1277,,,1448,,,390,,,3115,
3.,,,,Indoor/admitted,,366,,,546,,,191,,,1103,
,,,,patients,,,,,,,,,,,,
4.,,,Pathology,,,908,,,788,,,225,,,1921,
,5.,,,Antenatal care,,,-,,,594,,,-,,594,
