0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Indicator,,,Milestone,,,,,,,Target,,,,
,,,,,,,,,,SDG,,,End TB,
,,,,2020,,,2025,,,2030,,,2035,
"Reduction in the number of TB-related
deaths compared with 2015 (%)",,,35,,,75,,,90,,,95,,
,Reduction in the number of TB,,20,,,50,,,80,,,90,,
,incidence compared with 2015 (%),,,,,,,,,,,,,
,TB-affected families facing catastrophic,,Zero,,,Zero,,,Zero,,,Zero,,
,costs due to TB (%),,,,,,,,,,,,,
