0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,Name of service,,,2019,,,2020,,,2021,,,Till Date,
PRP therapy,,,-,,,-,,,-,,,123,,
Hb-electrophoresis,,,-,,,300,,,-,,,300,,
COVID-19 RT-PCR (Gene Xpert),,,-,,,153,,,394,,,733,,
HIV Viral load,,,91,,,74,,,375,,,1429,,
COVID-19 IgG Antibody,,,Nil,,,485,,,95*,,,580,,
