0,1,2,3,4,5,6,7,8
"Table 85: Projection of the supply of Medical Technologist - Pharmacist (Category
B) according to scenario 1",,,,,,,"Total
population in
BD
(2018, 2024 &
2030)","Density per
10000"
Year,New registrations,,,"Supply of
previous year","Attrition
rate
1%","Total
Supply",,
,Graduates,Increase,80%,,,,,
2018,,,,,,14454,164600000,0.88
2019,311,,249,14454,145,14558,,
2020,311,,249,14558,146,14661,,
2021,311,,249,14661,147,14764,,
2022,311,,249,14764,148,14865,,
2023,311,,249,14865,149,14965,,
2024,311,,249,14965,150,15064,174612904,0.86
2025,311,,249,15064,151,15162,,
2026,311,,249,15162,152,15259,,
2027,311,,249,15259,153,15356,,
2028,311,,249,15356,154,15451,,
2029,311,,249,15451,155,15545,,
2030,311,,249,15545,155,15639,190686952,0.82
Source: BBS Pop Projection 2011-2061,,,,,,,,
