0,1,2,3,4,5,6
Table 20a: Projection of the density of medical technologists per 10000 (2018-2030) according to scenarios 1 and 2,,,,,,
"Occupational category (Den-
sity/2018)",Density/2024,,,Density/2030,,
,Scenario 1,"Scenario 2
(+10%)","Scenario 2
(+20%)",Scenario 1,"Scenario
2 (+10%)","Scenario 2
(+20%)"
"Medical Technologist-Laboratory
(0.77)",0.76,0.77,0.77,0.74,0.76,0.79
"Medical Technologist-Radiotherapy
(0.03)",0.05,0.05,0.05,0.05,0.05,0.06
"Medical Technologist-Radiography &
Imaging (0.21)",0.25,0.25,0.25,0.27,0.28,0.29
"Medical Technologist-Physiotherapy
(0.14)",0.19,0.19,0.19,0.21,0.22,0.22
