0,1,2,3,4,5,6
"Table 9: Age distribution of health workers working under the Ministry of Health and Family Welfare by occupational
category (%), 2021",,,,,,
Category,"<25-29
(%)","30-39
(%)","40-49
(%)","50-59
(%)",">59
(%)",Total (N)
Doctors,15.50,41.81,21.11,12.39,9.20,26695
Dentists,18.98,42.09,21.17,12.17,5.60,822
Nurses,30.85,30.60,22.95,15.58,0.02,30375
Midwives,74.12,8.98,13.37,3.42,0.11,935
Medical Technologists,4.60,32.40,31.22,31.73,0.05,3892
"Sub-Assistant Community Medical
Officer",13.90,51.46,17.24,16.74,0.66,3661
Pharmacists (Category B),8.2,41.51,27.47,21.9,0.92,1744
