0,1,2,3,4,5,6,7,8,9,10
Division,Name of institute with location,Estd.,Discipline,,,,,,,Total
,,,LAB,"RDL/
RDT",PTY,DENT,PHAR,Other1,Other2,
Chittagong,"CSCR Institute of Medical Technology, Golpahar,
Chittagong",2008,35,0,25,25,30,0,0,115
,"Chittagong Institute of Medical Technology
Halishahar, Chittagong",2005,50,0,0,50,50,0,0,150
,"Comilla Institute of Medical Technology, Thakurpara,
Comilla",2007,25,50,0,25,50,0,0,150
,"Ilah College of Medical Technology, Nahar Kutir,
Comilla",2005,25,0,0,0,25,0,0,50
,"Institute of Health Technology, 180 Firingibazar, City
Corporation, Chittagong",2003,25,25,0,25,0,0,0,75
,"Cox’s Bazar Institute of Medical Technology, Cox’s Bazar",2011,30,30,0,30,0,0,0,90
,"Maizdi Institute of Health Technology, Noakhali",2013,30,0,0,0,30,0,0,60
,"United Care Institute of Medical Technology,
Madhyapara, Brahmanbaria",2010,25,0,0,15,0,0,0,40
,"Compact Medical Institute, Hazari Road, Feni",2011,25,0,0,50,25,0,0,100
Sylhet,"SRB Diploma in Health Technology, Zindabazar, Sylhet",2013,25,0,0,0,0,25,0,50
,"North East Institute of Health Technology South
Surma, Sylhet",2014,25,25,0,0,0,0,0,50
Dhaka,"AR Institute of Medical Technology, Mohammadpur, Dhaka",2008,50,25,50,50,50,0,0,225
,"Ahsania Mission Institute of Health Technology,
Mirpur, Dhaka",2008,25,25,25,0,0,0,0,75
,"Armed Forces Institute of Medical Technology, Dhaka",2010,25,25+25,25,25,25,10 (OTA),15 (ICA),175
,"Bangladesh Health Profession Institute, Mirpur, Dhaka",1996,50,50,50,0,0,"50 (Oc-
cupational)",,200
,"Bangladesh Institute of Medical & Dental Technology,
Iqbal Road, Mohammadpur, Dhaka",1997,85,20,20,25,0,"25
(BSc in
Lab)","25
(BSc in
Dentistry)",200
,"Bangladesh Medical College, Dhaka",,0,0,25,0,0,0,0,25
,"Center for Rehabilitation of the Paralyzed, Savar,
Dhaka",1999,50,50,50,0,0,0,"Occupa-
tional 50",200
,"Dhaka Institute of Health Technology, Humayun
Road, College Gate, Mohammadpur, Dhaka",2008,50,0,25,30,40,0,0,145
,"Fortune Institute of Medical Technology, Jasimuddin
Road, Uttara, Dhaka",2007,50,25,0,50,50,0,0,175
,"GonoShasthya Institute of Health Sciences, Tengra,
Sreepur, Gazipur",2006,50,0,25,50,0,0,0,150
,"Green View Institute of Health Technology, Green
Road, Dhanmondi, Dhaka",2002,50,0,0,40,25,"50 (BSc
in Lab)",0,165
,"Institute of Medical Technology, Rajbari",2010,50,0,0,0,50,0,0,100
,"Institute of British Colombia Medical Technology,
Uttara, Dhaka",2008,40,0,25,25,35,0,0,125
,"Institute of Community Health Bangladesh, Mogbazar,
Dhaka",2005,50,0,25,25,25,0,0,125
,"Institute of Medical Technology, Mirpur,
Dhaka",2000,100,0,0,50,50,0,0,200
,"Institute of Medical & Dental Technology, Tangail",2007,50,25,0,25,50,0,0,150
,"International Institute of Health Sciences, Shewrapara,
Mirpur, Dhaka",2006,70,25,25,50,40,0,0,210
,"Institute of Medical Technology, Tamizuddin Road,
Jhiltuli, Faridpur",2005,50,0,0,50,25,0,0,125
,"Jefri Institute of Health Sciences & Technology,
Dhanmondi, Dhaka",2009,50,50,50,50,50,0,0,250
,"Marks Institute of Medical Technology,
Mirpur, Dhaka",2002,50,25,0,50,50,0,0,175
,"Millennium Institute of Medical Technology,
Bacharam Dewry, Dhaka",2007,25,25,0,25,0,0,0,75
,"National Institute of Medical & Dental Technology,
Mohammadpur, Dhaka",2005,34,0,0,0,31,0,0,65
