0,1,2,3,4,5,6,7,8,9
Table 4.8. Valid vaccination coverage of ≤23 and ≤12 months old children as found in EPI-CES 2015,,,,,,,,,
Age-group,BCG,OPV1,OPV2,OPV3,Penta1,Penta2,Penta3,Measles,"Full
vaccination"
≤12 months,99.3%,93.9%,94.5%,93.6%,93.9%,94.5%,93.6%,87.4%,82.5%
≤23 months,99.4%,94.0%,94.7%,94.1%,94.0%,94.7%,94.1%,91.7%,86.5%
