0,1,2,3,4,5,6,7,8,9,10
Table 17.1. Distribution of sanctioned posts of HIS and eHealth staff by type of organization and their vacancy situation (June 2015),,,,,,,,,,
"Staffing
situation","Upazila
hospital
and
health
office","District
civil
surgeon’s
office","MIS-
DGHS","Divisional
health
office","Postgradu-
ate teaching
institute and
hospital",DGHS,"Medical
college
hospital","100- to
300-bed
hospitals","TB clinic at
Chankhar
Pool of
Dhaka city",Total
"Sanctioned
posts",483,120,92,23,20,8,17,21,1,785
,61.53%,15.29%,11.72%,2.93%,2.55%,1.02%,2.17%,2.68%,0.13%,100.0%
"Existing
staff",365,61,40,20,12,6,7,11,1,523
Vacant,118,59,52,3,8,2,10,10,0,271
,24.43%,49.17%,56.52%,13.04%,40.00%,25.00%,58.82%,47.62%,0.0%,33.38%
