0,1
"Table 9.5. Number of participants in capacity-
building training conducted in 2015",
Category,"Number
of trainees"
Medical officer,423
Senior staff nurse,298
Lab technician,13
"Health inspector, assistant health
inspector, and health assistant",191
"Community healthcare provider
(CHCP)","2,080"
"Graduate and non-graduate
private doctor",600
Total,"3,605"
