0,1,2,3
,"From December to February, the coolest period, the night temperature can drop to 12/13 °C (53/55",,
"°F) or even below. From March the temperature rises, and there can be very hot periods. From the end of",,,
March to the,,beginning,"of June, the temperature can reach or exceed 36/37 °C (97/99 °F). In late April"
"2014, it reached 39.6 °C (103.3 °F). During this period, showers or thunderstorms in the afternoon occur,",,,
"which become gradually more frequent and intense, to the point that May is a very rainy month. The actual",,,
"monsoon runs from June to early October. In this period, the rains are very abundant, and the sky is often",,,
cloudy.,,,
