0,1,2,3,4,5,6,7,8,9,10
Table continued...,,,,,,,,,,
"Sl.
no.","Name of
district-level
hospital",OPD visit,,Emergency visit,,Admission,,ALS,BOR,"Sanctioned
beds"
,,Male,Female,Male,Female,Male,Female,,,
45,"Netrakona
District
Hospital","76,212","95,999","73,667","77,488","16,691","26,894",1.9,223.1,250
46,"Nilphamari
250-bed
District
Hospital","115,622","156,665","44,693","53,552","22,479","31,174",2.0,116.2,250
47,"Noakhali
250-bed
General
Hospital","129,844","161,863","50,354","47,270","34,289","30,913",3.3,218.2,250
48,"Pabna 250-
bed General
Hospital","107,571","88,491","29,238","29,173","49,602","56,022",1.8,181.2,250
49,"Panchagarh
District
Hospital","61,436","122,259","8,271","6,555","13,540","19,759",2.2,192.2,250
50,"Patuakhali
250-bed
Sadar
Hospital","48,138","62,418","24,619","26,111","23,777","25,261",3.6,191.4,250
51,"Pirojpur
District
Hospital","57,783","83,993","39,495","37,370","11,949","15,848",2.7,172.6,250
52,"Rajbari
District
Hospital","119,693","146,292","51,020","52,481","14,548","23,678",1.9,201.9,250
53,"Rangamati
General
Hospital","59,976","72,915","5,986","3,460","9,222","12,240",2.8,161.6,100
54,"Satkhira
District
Hospital","93,167","92,875","8,510","8,787","9,673","11,640",3.0,174.5,100
55,"Shaheed
Ahsan Ullah
Master
General
Hospital","64,168","64,730","28,372","21,342","6,040","6,536",4.2,62.4,250
56,"Shariatpur
District
Hospital","59,669","81,961","20,004","23,704","13,241","17,520",2.7,223.1,250
Table 5.5 contd.,,,,,,,,,,
