0,1,2,3,4,5,6,7,8,9,10
Table continued...,,,,,,,,,,
"Sl.
no.","Name of
district-level
hospital",OPD visit,,Emergency visit,,Admission,,ALS,BOR,"Sanctioned
beds"
,,Male,Female,Male,Female,Male,Female,,,
34,"Manikganj
250-bed
District
Hospital","81,664","98,958","13,219","11,729","16,589","20,757",2.4,107.4,250
35,"Meherpur
250-bed
District
Hospital","168,778","20,4318","40,858","42,367","28,401","29,569",2.0,125.5,250
36,"Maulvibazar
250-bed
District
Sadar
Hospital","103,091","108,130","46,614","47,751","20,806","25,087",2.7,132.9,250
37,"Munshiganj
250-bed
District
Hospital","186,197","192,963","28,978","31,787","11,753","15,051",2.3,80.6,250
38,"Naogaon
250-bed
District
Hospital","141,411","197,462","47,658","47,460","23,187","28,561",1.7,233.0,250
39,"Narail
District
Hospital","81,146","135,017","29,297","30,369","15,856","21,086",2.8,280.5,250
40,"Narayanganj
300-bed
Hospital","158,451","176,128","32,231","27,106","4,656","4,517",6.2,75.1,300
41,"Narayanganj
General
(Victoria)
Hospital","132,377","178,983","104,631","108,358","16,203","16,462",2.0,169.9,100
42,"Narsingdi
100-bed Zila
Hospital","100,805","138,562","26,328","27,843","6,958","7,321",4.0,154.9,100
43,"Narsingdi
District
Hospital","135,038","199,415","106,973","108,120","7,004","7,581",3.2,107.9,250
44,"Natore
District
Hospital","145,375","153,805","18,425","20,175","22,889","25,234",2.6,297.3,250
Table 5.5 contd.,,,,,,,,,,
