0,1,2,3,4,5,6,7,8,9,10
"Table 5.3. Outpatient, emergency and indoor attendance at government specialized hospitals, 2023",,,,,,,,,,
"Sl.
no.","Name of
specialized
hospital",OPD visit,,Emergency visit,,Admission,,ALS,BOR,"No. of
beds"
,,Male,Female,Male,Female,Male,Female,,,
1,"250-bedded
TB Hospital
Shyamoli,
Dhaka","53,534","39,126",590,425,"2,700","1,782",10,73,250
2,"Bangladesh
Institute of
Tropical and
Infectious
Disease
(Fouzderhat)","37,695","40,695","11,544","9,783","4,991","5,139",2.48,64.11,100
3,"Kurmitola 500-
bed General
Hospital","489,979","656,469","57,665","55,266","15,035","14,266",6.31,92.98,500
4,"National
Institute
of Cancer
Research
and Hospital
(NICR&H)","58,770","64,401","5,161","5,257","8,025","8,031",10.42,87.95,500
Table 5.3 contd.,,,,,,,,,,
