0,1
Table 4.4.3. Activities to control diabetes in Bangladesh,
Item,Outcomes
"Prevention of DM through
religious leaders","1. Training of 100 Imams in 100 upazilas
2. Established Diabetes Screening Corners in 100 mosques
3. Developed a Khutbah in both Bangla and Arabic and
instructions sent to all the 3 lakh registered mosques to use
this Khutbah during Friday sermon
4. 30,000 people screened for DM and HTN in Diabetes
Corners"
"Pre-conception care to
prevent the onset of gestational
diabetes mellitus (GDM) and
future DM through religious
leader/Kazis","1. Training of 400 marriage registrars/Kazis in 8 divisions (50/
in each division)
2. Starting of 54 Pre-conception Care Centers in 54 BADAS
centers
3. 3,000 women of childbearing age were given pre-conception
care package"
"Development of BADAS
Guideline for Diabetes Care","1. 1,000 doctors throughout the country were trained"
"Development of Diabetes
Journey App","1. Development of software-based clinical management of
diabetic patients
2. 1,000 general practitioners were trained"
"COVID-19 and diabetes-our
initiatives","1. Two guidelines on COVID-19 and DM-one for physicians
(in English) and another one for non-doctors (in Bangla)
2. Online courses for physicians and general people, in which
20,000 people were enroled
3. Two online surveys and one hospital-based survey completed
4. Published two papers on COVID-19 and diabetes"
"Manpower training on
diabetes and related NCDs","1. 600 government health professionals, including doctors,
nurses, and SACMOs, were trained
2. 200 medical and nursing students were given training"
"Research related to diabetes
and other NCDs","1. A nationwide survey done to screen people with unknown
diabetes and related risk factors
2. A nationwide survey done to assess the prevalence of GDM
and related risk factors in Bangladesh
3. A nationwide survey to assess the cardio-metabolic risk
factors (DM, HTN) among the young adult population in
Bangladesh"
