0,1,2,3,4
Union Sub Centers (USC) And UH&FWC,,,,
,,Trisal,,Muktagacha
,21,"Dhala Union Sub Center , Trisal , Mymensingh",33,"Battola(daogaon) USC , Muktagacha , Mymensingh"
,22,"Kanihari Union Sub Center , Trisal , Mymensingh",34,"Haripur USC , Muktagacha , Mymensingh"
,23,"Sankibanga(mukhpur) USC, Trisal, Mymensingh",35,"Padurbari(mankon) USC, Muktagacha, Mymensingh"
,,Gouripur,36,"Rasulpur(ghoga) USC , Muktagacha , Mymensingh"
,24,"Balijuri Union Sub Center , Gouripur , Mymensingh",,Bhaluka
,25,"Dhuwakhala Union Sub Center, Gouripur, Mymensingh",37,"Dakatia Union Sub Center , Bhaluka , Mymensingh"
,26,"Ramgopalpur USC , Gouripur , Mymensingh",38,"Dhitpur(Dhalia) USC, Bhaluka , Mymensingh"
,27,"Shahanati Union Sub Center , Gouripur , Mymensingh",39,"Uthura Union Sub Center , Bhaluka , Mymensingh"
,28,"Shahgonj(acintapur) USC , Gouripur , Mymensingh",,Dhubarua
,,Mymensingh Sadar,40,"Munshirhat USC, Dhubarua , Mymensingh"
,29,"Anandipur USC , Mymensingh Sadar , Mymensingh",,Haluaghat
,30,"Biddagonj USC , Mymensingh Sadar , Mymensingh",41,"Dhurali Union Sub Center , Haluaghat , Mymensingh"
,31,"Dapunia Union Sub Center, Sadar, Mymensingh",42,"Nagla(amtali) USC , Haluaghat , Mymensingh"
,32,"Datter Bazar UH&FWC, Sadar , Mymensingh",43,"Shakula Union Sub Center , Haluaghat , Mymensingh"
,Netrokona District,,,
,Kendua,,Barhatta,
,1,"Ashujia Union Sub Center , Kendua , Netrokona",16,"Dashdhar Union Sub Center , Barhatta , Netrokona"
,2,"Baikherhati(Dalpa) USC , Kendua , Netrokona",Durgapur,
,3,"Balaishimul Union Sub Center , Kendua , Netrokona",17,"Gugirkona Union Sub Center , Durgapur , Netrokona"
,4,"Biddyaballav(Goradoba) USC , Kendua , Netrokona",Purbadhala,
,5,"Chirang Union Sub Center , Kendua , Netrokona",18,"Agaia Union Sub Center , Purbadhala , Netrokona"
,6,"Gogda(Mozaffarpur) USC, Kendua, Netrokona",19,"Alampur Union Sub Center , Pubadhala , Netrokona"
,7,"Majlishpur(Paikura) USC , Kendua , Netrokona",20,"Jaria Union Sub Center , Purbadhala , Netrokona"
,8,"Maska Union Sub Center , Kendua , Netrokona",21,"Shyamgong USC , Purbadhala , Netrokona"
,9,"Nowapara Union Sub Center , Kendua , Netrokona",Khaliajhuir,
,10,"Roailbari Union Sub Center , Kendua , Netrokona",22,"Nurpur Boali USC , Khaliajhuir , Netrokona"
,11,"Sandikona Union Sub Center , Kendua , Netrokona",Netrokona Sadar,
,Mohanganj,,23,"Madanpur Union Sub Center , Sadar , Netrokona"
,12,"Tetulia Union Sub Center , Mohanganj , Netrokona",24,"Rouha USC, Netrokona Sadar , Netrokona"
,13,"Sahildaha Union Sub Center , Mohanganj , Netrokona",25,"Thakurkona USC, Sadar , Netrokona"
,Atpara,,Kalmakanda,
,14,"Deara(baniajan) Union Sub Center , Atpara , Netrokona",26,"Lengura Union Sub Center , Kalmakanda , Netrokona"
,15,"Nazirganj(luniswar) USC , Atpara , Netrokona",27,"Sidli(Koylati) USC, Kalmakanda , Netrokona"
,Kishoreganj District,,,
,Kuliarchar,,Mithamoin,
,1,"Salua Union Sub Center , Kuliarchar , Kishoreganj",3,"Gopedighi USC, Mithamoin , Kishoreganj"
,Tarail,,Bhairab,
,2,"Taljanga Union Sub Center , Tarail , Kishoreganj",4,"Bhairab Union Sub Center , Bhairab , Kishoreganj"
,5,"Shimul Kandi Union Sub Center , Bhairab , Kishoreganj",Karimganj,
,Bajitpur,,12,"Guzadia Union Sub Center , Karimganj , Kishoreganj"
,6,"Halimpur Union Sub Center , Bajitpur , Kishoreganj",Katiadi,
,7,"Hilachia Union Sub Center , Bajitpur , Kishoreganj",13,"Banagram Union Sub Center , Katiadi , Kishoreganj"
,8,"Humainpur Union Sub Center , Bajitpur , Kishoreganj",14,"Bangabandhu(doldia) USC, Katiadi , Kishoreganj"
,9,"Sararchar Union Sub Center , Bajitpur , Kishoreganj",15,"Kargoan Union Sub Center , Katiadi , Kishoreganj"
,Pakundia,,16,"Masua Union Sub Center , Katiadi , Kishoreganj"
,10,"Kalichapr(patuabanga) USC , Pakundia , Kishoreganj",Itna,
,11,"Kalichapr(patuabanga) USC , Pakundia , Kishoreganj",17,"Badla Union Sub Center , Itna , Kishoreganj"
