0,1,2,3,4,5,6,7,8,9,10
"HNPSP Priority
Objectives",Unit of Measurement,,Benchmark (with,,,Projected,,,,
,,,Reference Period,,,Target,,,Target,
,,,and Source),,,Mid-2006,,,Mid-2010,
"Reducing
Maternal
Mortality","Proportion of births attended by
skilled health personnel",15% (2003),,,25.0%,,,43%,,
,"Maternal deaths per 1,000 live
births","3.2 (BMMS, 2001)",,,2.75,,,2.4,,
"Reducing the
Total Fertility
Rate","Lifetime number of births per
woman at current-period age-
specific fertility rates",3.00 (BDHS 2004),,,2.8,,,2.2,,
