0,1,2,3,4,5,6,7,8,9,10,11,12,13
Description,,Year,,,,,,,,,,,
,,2001,,2002,,,2003,,,2004,,2005,
Total Blood Sample,----,,,----,,71,,,616,,,1834,
Measles Positive,----,,,----,,59,,,404,,,769,
