0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,Designation,,,Sanctioned,,,Existing,,,,,,,,,Vacant,
,,,,Post,,,Male,,,Female,,,Total,,,,
Class I,,,16797,,,8510,,,2067,,,10577,,,6220,,
Class II,,,451,,,185,,,100,,,285,,,166,,
Class III,,,62340,,,30609,,,17821,,,48430,,,13910,,
Class IV,,,23622,,,15058,,,4831,,,19889,,,3733,,
,Total : Class (I+II+III+IV),,,103210,,,54362,,,24819,,,79181,,,24029,
