0,1,2,3,4,5
,,Year,,,
Sl.,,,,,
No.,Name of the Course/ Subjects,2001 -,2002 -,2003 -,2004 -
,,2002,2003,2004,2005
8,2 Days Training on PMIS Recording & Reporting Tools,26,95,,
9,"2 Days Training on Service Statistics related MIS Recording And
Reporting Tools",32,24,,
10,"2 weeks Training on intensive coronary care for junior doctors workin in
the CCU/ cardiology derpartment of Medical colleges",,126,37,
11,"20 Days Computer Training on advance Course(VB,SQL)",34,,,
12,21 Days Basic ESP Training for Field Service Providers,728,,,
13,"21 Days Training for doctors on advenced ESP clinical skills from
district, upazila and below on Reproductive health",,,,
14,28 Days Basic Computer Training,34,,60,75
15,28 Days Computer Training on Advance Course(Hardware),36,,,
16,28 Days Computer Training on Advance Course(Network),40,23,,
17,28 Days Computer Training on Advance course(Oracle with Developer),41,,,
18,"28 Days Computer Training on Advance Course(VB,SPSS)",43,22,12,
19,28 Days Micro-Surgica Training for ophthalmologists,,,,
20,3 Days Training Course On Financial Management,212,136,73,
21,"3 Days Training program on primary health care physicians on mental
health",240,216,17,
22,"3 month Training on Refraction for Primary Health care Physicians at
upazilla level",,,,
23,"3 weeks Training on intensive coronary care for staff nurses workin in
the CCU/ cardiology derpartment of Medical colleges",,22,265,126
24,4 Days CME Training For FWVs,208,35,,
25,5 Days Basic Service Management for Newly Recruited Doctors,21,21,,
26,5 Days ESP Orientation For Auxilary Service Providers,384,,,
27,5 Days ESP Orientation For Medical Graduates,398,432,205,
28,"5 Days TOT on Advanced ESP Clinical Skills on Reproductive Health
for Doctors",406,1766,1011,
29,6 Days ESP refresher Training for field Service Providers,78,26,,
30,6 Days Training for Nurses on violence against women and girls,106,23,,
31,"6 Days Training on Management & Prevention of substance abuse
including alcohol for doctors.",136,209,328,151
32,6 Days Training on Nutrition for field Service Providers,78,13,,
33,Advenced ESD Clinical Skill on Reproductive Health Course,140,168,153,30
34,Attachment of Participants at different Department at different Institution,76,,,
35,Basic Training Course on Human Relation,,5,10,
36,Basic Training On RTI/STI for Doctors,982,,,
37,Basic Training On RTI/STI for MT,1127,33,,
38,Basic Training On RTI/STI for Nurses,6238,349,325,
39,Breast Feeding Counseling Course for the Health Care Providers,20729,6538,3436,2306
40,Comprehensive EOC Training for Gynae. & Obs,5683,3450,2229,457
41,Comprehensive EOC Training for MO Anesthesia,,118,,40
42,Comprehensive EOC Training for Senior Staff Nurse,,42,,
43,"Computer programming on visual basic, MS access, data analysis with
SPSS, networking & windows 2000for officer and staff.",58,113,98,
