0,1,2,3,4
Union Sub Centers (USC) And UH&FWC,,,,
,,Hijla,,Wazirpur
,12,"Dhanusikdarhat(Harinathpur) USC, Hijla, Barisal",23,"Atipara(Bamrail) USC, Wazirpur , Barisal"
,,Muladi,24,"Chathalbari(Barakoth) USC , Wazirpur , Barisal"
,13,"Alimabad(Batamara) Union Sub Center, Muladi, Barisal",25,"Moshang(Otra) USC, Wazirpur , Barisal"
,14,"Padarhat(Kazirchar) Union Sub Center, Muladi, Barisal",26,"Satla Union Sub Center , Wazirpur , Barisal"
,15,"Paikha(Gachua)) Union Sub Center , Muladi , Barisal",27,"Shikerpur Union Sub Center , Wazirpur , Barisal"
,,Babuganj,,Mehendiganj
,18,"Agarpur Union Sub Center , Babuganj , Barisal",28,"Bhasanchar USC , Mehendiganj , Barisal"
,19,"Dehergati Union Sub Center , Babuganj , Barisal",29,"Langutia(Jangalia) USC , Mehendiganj , Barisal"
,20,"Jahapur Union Sub Center , Babuganj , Barisal",30,"Lata Union Sub Center , Mehendiganj , Barisal"
,21,"Madhabpasha Union Sub Center , Babuganj , Barisal",31,"Ulania Union Sub Center , Mehendiganj , Barisal"
,22,"Mohanganj(Chandpasha) USC, Babuganj, Barisal",,Agailjhara
,,Barisal Sadar,16,"Paisarhat(Bakal) USC, Agailjhara , Barisal"
,32,"Sayestabad Union Sub Center, Barisal Sadar, Barisal",17,"Ratnapur Union Sub Center , Agailjhara , Barisal"
,Pirojpur District,,,
,Mathbaria,,Nazirpur,
,1,"Mirukhali Union Sub Center , Mathbaria , Pirojpur",4,"Matibanga Union Sub Center , Nazirpur , Pirojpur"
,2,"Tushkhali Union Sub Center , Mathbaria , Pirojpur",Nasarabad,
,Bhandaria,,5,"Atghar Kuriana USC, Nasarabad , Pirojpur"
,3,"Bhandaria Union Sub Center , Bhandaria , Pirojpur",6,"Sarsina(Swarupkati) USC , Nasarabad , Pirojpur"
,Jhalkathi District,,,
,Jhalkathi Sadar,,3,"Gavaramchandrapur USC , Jhalkathi Sadar, Jhalkathi"
,1,"Binoykathi Union Sub Center , Sadar , Jhalkathi",Kathalia(amua),
,2,"Gabkhan Dhansiri USC , Jhalkathi Sadar , Jhalkathi",4,"Aourabunia USC, Kathalia(amua), Jhalkathi"
,5,"Kathali Union Sub Center , Kathalia(amua) , Jhalkathi",,
,Bhola District,,,
,Charfession,,Lalmohan,
,1,"Dularhat Union Sub Center , Charfession , Bhola",4,"Charponkirhat(Kalma) USC, Lalmohan, Bhola"
,Daulatkhan,,5,"Karterhat(Ramaganj) USC, Lalmohan , Bhola"
,2,"Sarajganj(Syedpur) USC , Daulatkhan , Bhola",6,"Lordhardingue Union Sub Center , Lalmohan , Bhola"
,Manpura,,7,"Mongalsikdar Union Sub Center , Lalmohan , Bhola"
,3,"Monpura Union Sub Center , Manpura , Bhola",,
,Patuakhali District,,,
,Kalapara,,Bauphal,
,1,"Mohipur Union Sub Center , Kalapara , Patuakhali",7,"Bauphal(Kanakdia) USC , Bauphal , Patuakhali"
,Galachipa,,8,"Boga Union Sub Center , Bauphal , Patuakhali"
,2,"Chalti Bunia Union Sub Center , Galachipa , Patuakhali",9,"Kalisuri Union Sub Center , Bauphal , Patuakhali"
,3,"Char Biswas Union Sub Center , Galachipa , Patuakhali",Mirzaganj,
,4,"Kalwan Kalash(Kharijama) USC, Galachipa, Patuakhali",10,"Chaltaibunia USC , Mirzaganj , Patuakhali"
,5,"Ratandi Taltali Union Sub Center, Galachipa, Patuakhali",11,"Chita(Madabkhali) USC , Mirzaganj , Patuakhali"
,Patuakhali Sadar,,12,"Mohiskata(Amragasia) USC , Mirzaganj , Patuakhali"
,6,"Lebukhali Union Sub Center , Sadar , Patuakhali",,
,Barguna District,,,
,Amtali,,Betagi,
,1,"Gazipur Union Sub Center , Amtali , Barguna",5,"Kownia(Bibechini) USC, Betagi , Barguna"
,2,"Gulishakhali Union Sub Center , Amtali , Barguna",Barguna Sadar,
,3,"Taltali Union Sub Center , Amtali , Barguna",6,"Aylapatakata Union Sub Center , Sadar , Barguna"
,Pathargatha,,7,"Fuljhuri Union Sub Center , Barguna Sadar , Barguna"
,4,"Kalmegha Union Sub Center , Pathargatha , Barguna",8,"Nalihat(Dhula) Union Sub Center , Sadar , Barguna"
