0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Description,,Year,,,,,,,,,,,,,
,,2001,,,2002,,,2003,,,2004,,,2005,
Rubella Positive,----,,,----,,,0,,,55,,,609,,
Total Negative,----,,,----,,,12,,,157,,,453,,
