0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Period,,,Leg,,,Hand,,Breast,,,Scrotal,,,Hydrocele/ Hernia,,,Grand
,,,Swelling,,,swelling,,Swelling,,,Swelling,,,operations,,,Total
"July, 2003 -June, 2004",,205,,,34,,53,,,184,,,272,,,748,
"July, 2004 -June, 2005",,521,,,544,,267,,,467,,,200,,,1999,
Total,,,726,,,578,,320,,,651,,,472,,,2747
