0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Year,,,Month,,,District,,,,Suspected,,Death,,
,,,,,,,,,,Cases,,,,
2001,,,April-May,,,Meherpur,,,13,,,9,,
2002,,,-,,,-,,,-,,,-,,
2003,,,January,,,Naogaon,,,12,,,8,,
2004,,,January – April,,,"Rajbari (January); Dhaka, Natore,
Gopalganj, Rajshahi, Rajbari, Manikganj,
Joypurhat, Naogaon (Jan-Apr.); Faridpur
(Feb.- Apr.)",,,67,,,50,,
2005,,,January,,,Tangail,,,37,,,14,,
,Total,,,,,,11 Districts,,,129,,,81,
