0,1,2,3,4
69,No. Registered Mid-wives,,"19,354","BNC, 2005"
70,No. of Dentists under BCS health cadre,,536,"MIS, 2005"
71,No. of Medical Assistants (Health Services),,"4,699","MIS, 2005"
72,No. Medical Technologist (Lab),,"1,311","MIS, 2005"
73,No. of Medical Technologist (Radiography),,674,"MIS, 2005"
74,No. of Technicians,,"1,849","MIS, 2005"
75,No. of Sanitary Inspectors,,491,"MIS, 2005"
76,No. of Health Inspectors,,"1,400","MIS, 2005"
77,No. of Assistant Health Inspectors,,"4,200","MIS, 2005"
78,No. of Health Assistants,,"21,000","MIS, 2005"
G. HEALTH SERVICES,,,,
79,No. of patients Treated in OPD,,48826956,"MIS, 2005"
80,No. of patients Treated Indoor,,2297363,"MIS, 2005"
81,EPI Coverage :,,,
,,DPT3,84%,"Bangladesh EPI
Coverage Evaluation
Survey 2006,
Expanded Programme
of Immunization,
DGHS."
,,BCG,98%,
,,Measles,78%,
,,TT2,94%,
,,TT3,19%,
,,VIT-A,93%,
,,OPV3,92%,
,,"Fully
Immunized",71%,
82,Population per Physicians,,3012,"MIS, 2005"
83,"Physicians per 10,000 population",,3.3,"MIS, 2005"
84,Population per Bed,,2665,"MIS, 2005"
85,"Hospital beds per 10,000 population",,3.75,"MIS, 2005"
86,Physician to Nurse Ratio,,2:1,"MIS, 2005"
87,Population per Nurse,,6342,"MIS, 2005"
H. PLACE OF DELIVERY,,,,
88,At home,,87.4,"SVRS, 2002"
89,Hospital/Clinics,,11.2,"SVRS, 2002"
90,Others,,1.4,"SVRS, 2002"
91,Percent of delivery attended by :,,,"BD&HS, 2004"
92,Doctors /Nurses,,13.4,
93,Attended by trained birth attendants,,13.8,
94,Attended by untrained birth attendants,,63,
95,Relatives/friends/other,,8.9,
