0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Division,,,Leg,,,Hand,,,Breast,,,Scrotal,,,"Hydrocele /
Hernia operations"
,,,Swelling,,,swelling,,,Swelling,,,Swelling,,,
Rajshahi,,482,,,530,,,265,,,418,,,151,
Chittagong,,4,,,0,,,0,,,0,,,0,
Khulna,,0,,,0,,,1,,,8,,,23,
Barisal,,35,,,14,,,1,,,41,,,26,
Total,,,521,,,544,,,267,,,467,,,200
