0,1,2,3,4
Union Sub Centers (USC) And UH&FWC,,,,
,4,"Pachamari(silmaria) USC , Puthia , Rajshahi",,Durgapur
,5,"Shibpur(beneswar) USC , Puthia , Rajshahi",19,"Baktierpur(deluabar) USC, Durgapur , Rajshahi"
,,Bagmara,20,"Pananagar Union Sub Center , Durgapur , Rajshahi"
,6,"Bhabaniganj Union Sub Center , Bagmara , Rajshahi",,Bagha
,7,"Goalkandi Union Sub Center , Bagmara , Rajshahi",21,"Arani Union Sub Center , Bagha , Rajshahi"
,8,"Hatmadhnagore(naodas) USC , Bagmara , Rajshahi",,Paba
,9,"Mohanganj(gonipur) USC , Bagmara , Rajshahi",22,"Baragachi Union Sub Center , Paba , Rajshahi"
,10,"Sadhupara Union Sub Center , Bagmara , Rajshahi",23,"Bilnapalpara(darsanpara) USC, Paba , Rajshahi"
,11,"Tahirpur(sreepur) USC , Bagmara , Rajshahi",24,"Noahata Union Sub Center , Paba , Rajshahi"
,,Mohanpur,,Godagari
,12,"Hatra(Raighati) Union Sub Center, Mohanpur, Rajshahi",25,"Baliaghat Union Sub Center , Godagari , Rajshahi"
,,Charghat,26,"Bashudebpur Union Sub Center , Godagari , Rajshahi"
,13,"Sardah Union Sub Center , Charghat , Rajshahi",27,"Godagari Union Sub Center , Godagari , Rajshahi"
,,Tanore,28,"Gogram Union Sub Center , Godagari , Rajshahi"
,14,"Choirkhoir(kalma) Union Sub Center, Tanore, Rajshahi",29,"Morail Union Sub Center , Godagari , Rajshahi"
,15,"Kamargaon Union Sub Center , Tanore , Rajshahi",30,"Nazirpur(deopara) USC, Godagari , Rajshahi"
,16,"Madaripur Union Sub Center , Tanore , Rajshahi",31,"Pakri Union Sub Center , Godagari , Rajshahi"
,17,"Mondu Mala(badhair) USC, Tanore , Rajshahi",32,"Rishikul Union Sub Center , Godagari , Rajshahi"
,18,"Talanda Union Sub Center , Tanore , Rajshahi",,
,Naogaon District,,,
,Badalgachi,,Dhamairhat,
,1,"Bhandarpur(kola) USC , Badalgachi , Naogaon",4,"Agradigun Union Sub Center , Dhamairhat , Naogaon"
,2,"Chakrail(Badalgachhi) USC , Badalgachi , Naogaon",5,"Khelna Union Sub Center , Dhamairhat , Naogaon"
,3,"Jabaripur(mathurapur) USC , Badalgachi , Naogaon",6,"Laxmanpara(Aranagar) USC , Dhamairhat , Naogaon"
,Patnitala,,Sapahar,
,7,"Amanta(shihara) Union Sub Center, Patnitala, Naogaon",28,"Aihai Union Sub Center , Sapahar , Naogaon"
,8,"Gaganpur(ghoshnagar) USC, Patnitala, Naogaon",Atrai,
,9,"Katabari(patnitola) USC , Patnitala , Naogaon",29,"Bhangzangal Union Sub Center , Atri , Naogaon"
,10,"Madhuil Union sub Center , Patnitala , Naogaon",30,"Bisha(Islamgathi) USC, Atrai , Naogaon"
,11,"Mandail(Akbarpur) USC , Patnitala , Naogaon",31,"Brojopur UH&FWC, Atrai , Naogaon"
,12,"Subarajpur(krishnapur) USC , Patnitala , Naogaon",32,"Hatkalupara UH&FWC, Atrai , Naogaon"
,Mohadevpur,,33,"Hatkalupara Union Sub Center , Atrai , Naogaon"
,13,"Chandash Union Sub Center , Mohadevpur , Naogaon",34,"Panchupur Union Sub Center , Atrai , Naogaon"
,14,"Enayetpur Union Sub Center , Mohadevpur , Naogaon",35,"Patishor(moniary) USC, Atrai , Naogaon"
,15,"Khajur Union Sub Center , Mohadevpur , Naogaon",36,"Shahagola UH&FWC, Atrai , Naogaon"
,16,"Raigaon Union Sub Center , Mohadevpur , Naogaon",37,"Topara UH&FWC, Atrai , Naogaon"
,17,"Safapur Union Sub Center , Mohadevpur , Naogaon",Niamatpur,
,Manda,,38,"Parail Union Sub Center , Niamatpur , Naogaon"
,18,"Bhalain Union Sub Center , Manda , Naogaon",Raninagar,
,19,"Kaligram Union Sub Center , Manda , Naogaon",39,"Akdala UH&FWC, Atrai , Naogaon"
,20,"Kanchan(ganeshpur) USC , Manda , Naogaon",40,"Ekdala Union Sub Center , Raninagar , Naogaon"
,21,"Kashab Union Sub Center , Manda , Naogaon",41,"Kaligram UH&FWC, Atrai , Naogaon"
,22,"Khasmanda(bharso) USC , Manda , Naogaon",42,"Kashimpur Union Sub Center , Raninagar , Naogaon"
,23,"Manda Union Sub Center , Manda , Naogaon",43,"Narayanpara Union Sub Center , Raninagar , naogaon"
,24,"Moynom Union Sub Center , Manda , Naogaon",44,"Parail(Bhandargram) USC, Raninagar , Naogaon"
,25,"Nurullabad(Jotbazar) USC , Manda , Naogaon",Porsha,
,26,"Paranpur Union Sub Center , Manda , Naogaon",45,"Nonahar(Chattar) USC, Porsha , Naogaon"
,Naogaon Sadar,,46,"Shah Porsha(Tetulia) USC, Porsha , Naogaon"
,27,"Barshail Union Sub Center , Naogaon Sadar , Naogaon",,
