0,1,2,3,4,5,6,7
,Sl.,,Name of Program,Name of Line director / Designation,,Telephone #,
,No,,,,,(Office),
1,,,"National AIDS/STD Program &
Safe Blood Transfusion","Director, Centre for Medical Education, DGHS.","8822563
8829720",,
2,,,Essential Service Delivery,"Director Primary Health Care, DGHS.",8811741,,
3,,,Communicable disease Control,"Director, Disease Control, DGHS.",9880948,,
4,,,TB& Leprosy Control,,9884656,,
5,,,Health Education & Promotion,"Chief, Health Education Bureau, DGHS","9898553
8851115",,
