0,1,2,3,4
Union Sub Centers (USC) And UH&FWC,,,,
,SYLHET DIVISION,,,
,Sylhet District,,,
,Balaganj,,Fenchuganj,
,1,"Azizpur(Sadipur) Union Sub Center , Balaganj , Sylhet",14,"Manikona Union Sub Center , Fenchuganj , Sylhet"
,2,"Burunga Union Sub Center , Balaganj , Sylhet",Zokigang,
,3,"Mandarbazar Union Sub Center , Balaganj , Sylhet",15,"Atgram Union Sub Center , Zokigang , Sylhet"
,4,"Sikandarpur Union Sub Center , Balaganj , Sylhet",16,"Munshibazar Union Sub Center , Zokigang , Sylhet"
,5,"Sultanpur Union Sub Center , Balaganj , Sylhet",Beanibazar,
,6,"Tajpur Union Sub Center , Balaganj , Sylhet",17,"Chariabazar(Muria) USC , Beanibazar , Sylhet"
,Golapganj,,18,"Charkhai Union Sub Center , Beanibazar , Sylhet"
,7,"Bhadeswar Union Sub Center , Golapganj , Sylhet",19,"Kurar Bazar Union Sub Center , Beanibazar , Sylhet"
,8,"Dhaka Dakhin Union Sub Center , Golapganj , Sylhet",20,"Lauta Union Sub Center , Beanibazar , Sylhet"
,9,"Golapganj Union Sub Center , Golapganj , Sylhet",21,"Tilpara Union Sub Center , Beanibazar , Sylhet"
,Biswanath,,Companiganj,
,10,"Biswanath Union Sub Center , Biswanath , Sylhet",22,"Bholaganj Union Sub Center , Companiganj , Sylhet"
,11,"Dighli Union Sub Center , Biswanath , Sylhet",Sylhet Sadar,
,12,"Doshghar Union Sub Center , Biswanath , Sylhet",23,"Birahimpur(Silam) Union Sub Center , Sadar , Sylhet"
,Gowainghat,,24,"Moglabazar Union Sub Center , Sylhet Sadar , Sylhet"
,13,"Towakulbazar Union Sub Center , Gowainghat , Sylhet",25,"Noorpur(Lalabazar) USC, Sadar , Sylhet"
,Sunamganj District,,,
,Chhatak,,Jagannathpur,
,1,"Billai Union Sub Center , Chhatak , Sunamganj",10,"Banglabazar USC , Jagannathpur , Sunamganj"
,2,"Mohabbatpur Union Sub Center , Chhatak , Sunamganj",11,"Budhrail USC, Jagannathpur , Sunamganj"
,3,"Saidergaon Union Sub Center , Chhatak , Sunamganj",12,"Hasanfatemapur USC , Jagannathpur , Sunamganj"
,4,"Singchapair Union Sub Center , Chhatak , Sunamganj",13,"Jahirpur(Kalkalia) USC, Jagannathpur, Sunamganj"
,Doarabazar,,14,"Kamarkal USC, Jagannathpur , Sunamganj"
,5,"Bajitpur Union Sub Center , Doarabazar , Sunamganj",Deerai,
,6,"Dohalia Union Sub Center , Doarabazar , Sunamganj",15,"Bhatipara Union Sub Center , Deerai , Sunamganj"
,7,"Laxmipur Union Sub Center , Doarabazar , Sunamganj",16,"Perua(Chamar Char) USC , Deerai , Sunamganj"
,Dharmapasha,,Sunamganj Sadar,
,8,"Selborash Union Sub Center , Dharmapasha, Sunamganj",17,"Durgapasha Union Sub Center , Sadar , Sunamganj"
,9,"Sukhair Union Sub Center , Dharmapasha , Sunamganj",18,"Pagla Union Sub Center , Sadar , Sunamganj"
,Taherpur,,Sulla,
,19,"Sreepur Union Sub Center , Taherpur , Sunamganj",21,"Sulla Union Sub Center , Sulla , Sunamganj"
,Biswambarpur,,Jamalganj,
,20,"Gobindanagar USC , Biswambarpur , Sunamganj",22,"Sonarbangla USC , Jamalganj , Sunamganj"
,M. bazar District,,,
,,Sreemangal,,Barlekha
,1,"Bhunabir Union Sub Center , Sreemangal , M.bazar",11,"Hakaluki Union Sub Center , Barlekha , M.bazar"
,2,"Huglia Union Sub Center , Sreemangal , M.bazar",,Kamalganj
,3,"Kalapur UH&FWC, Sreemangal, M.bazar",12,"Adampur Union Sub center , Kamalganj , M.bazar"
,,Rajnagar,13,"Kamalganj Union Sub Center , Kamalganj , M.bazar"
,4,"Indeswar(Uttar Bhagh) USC, Rajnagar, M.bazar",14,"Munshibazar USC, Kamalganj , M.bazar"
,5,"Panchgoan Union Sub Center , Rajnagar , M.bazar",,M.bazar Sadar
,,Kaulaura,15,"Agiun(Apar Kagabala) USC , Sadar , M.bazar"
,6,"Baramchal Union Sub Center , Kaulaura , M.bazar",16,"Aurangapur Union Sub Center , Sadar , M.bazar"
,7,"Braman Bazar Union Sub Center , Kaulaura , M.bazar",17,"Buddhimontapur USC , M.bazar Sadar , Mbazar"
,8,"Karmodha Union Sub Center , Kaulaura , M.bazar",18,"Mostafapur UH&FWC, M.bazar Sadar, M.bazar"
,9,"Monu(Hazipur) Union Sub Center, Kaulaura, M.bazar",19,"Munmukh Union Sub Center , Sadar , M.bazar"
,10,"Prithimpasha Union Sub Center , Kaulaura , M.bazar",20,"Shamshergonj USC, Mbazar Sadar , M.bazar"
