0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,Year,,,Designation,,,No. of Batches,,,No. of Persons,,,Remarks,
2002,,,RMO(UHC),,,6,,,105,,,,,
2002,,,UH&FPO,,,5,,,117,,,,,
2007,,,Civil Surgeon,,,2,,,44,,,,,
,,,,Total,,,13,,,266,,,,
