0,1,2,3,4,5
,,Year,,,
Sl.,,,,,
No.,Name of the Course/ Subjects,2001 -,2002 -,2003 -,2004 -
,,2002,2003,2004,2005
1,"Advanced Training on Computer Networking windows 2000 (MCSE
Track) Exchange server for office & Staff",46,,,
2,1 Day Orientation of DTCC & DUTT member on DMIS,3,5,,
3,"14 Days Training for doctors on advenced ESP clinical skills from
district, upazila and below on Child health care",,,,
4,15 Days Computer Training on DMIS,8,,,
5,"15 Days Training on Basic Service Management for Newly Recruited
Doctors",16,28,50,75
6,2 days Hands on Data Entry and Report Preparation Training on DMIS,24,,,
7,2 Days TOT on MIS Recording & Reporting Tools,26,22,8,
