0,1,2,3,4,5
Designation,Sanctioned,Existing,,,Vacant
,Post,Male,Female,Total,
Peon Cum Lab Specimen Carier,1,1,0,1,0
Peon/Night Guard,44,0,0,0,44
Plumber,9,9,0,9,0
Poultry Asstt.,1,1,0,1,0
Poultry House Attendent,3,3,0,3,0
Production Worker,76,40,36,76,0
Sample Taker,2,1,1,2,0
Sarder,110,92,1,93,17
Sealer,4,4,0,4,0
Security Guard,"1,238",946,1,947,291
Shoe Maker,2,1,0,1,1
Srecher Bee,2,1,0,1,1
Store Attendant,1,1,0,1,0
Strecher Bearer,64,57,0,57,7
Strilizer Bearer,17,11,0,11,6
Support Personal (Compounder),19,17,2,19,0
Sweeper,"5,155","2,464","1,843","4,307",848
Table Boy,78,65,10,75,3
Ward Boy,"1,788","1,444",128,"1,572",216
Wardboy/Aya,40,27,13,40,0
Washerman,10,8,2,10,0
Sub-Total :,"23,022","14,581","4,807","19,388","3,634"
Total (Class IV),"23,622","15,058","4,831","19,889","3,733"
Grand-Total :(Class I+II+III+IV),"103,210","54,362","24,819","79,181","24,029"
