0,1,2,3,4
Sadar Upazila Health Complexes,,,,
,Dhaka Division,,,
,1,Faridpur Sadar Upazila Health Complex,9,Mymensingh Sadar Upazila Health Complex
,2,Gazipur Sadar Upazila Health Complex,10,Narayanganj Sadar Upazila Health Complex
,3,Gopalganj Sadar Upazila Health Complex,11,Narsingdi Sadar Upazila Health Complex
,4,Jamalpur Sadar Upazila Health Complex,12,Netrokona Sadar Upazila Health Complex
,5,Kishoreganj Sadar Upazila Health Complex,13,Rajbari Sadar Upazila Health Complex
,6,Madaripur Sadar Upazila Health Complex,14,Shariatpur Sadar Upazila Health Complex
,7,Manikganj Sadar Upazila Health Complex,15,Sherpur Sadar Upazila Health Complex
,8,Munshiganj Sadar Upazila Health Complex,16,Tangail Sadar Upazila Health Complex
,Chittagong Division,,,
,1,B.baria Sadar Upazila Health Complex,6,Feni Sadar Upazila Health Complex
,2,Bandarban Sadar Upazila Health Complex,7,Khagrachari Sadar Upazila Health Complex
,3,Chandpur Sadar Upazila Health Complex,8,Laxmipur Sadar Upazila Health Complex
,4,Comilla Sadar Upazila Health Complex,9,Noakhali Sadar Upazila Health Complex
,5,Cox's Bazar Sadar Upazila Health Complex,10,Rangamati Sadar Upazila Health Complex
,Rajshahi Division,,,
,1,Bogra Sadar Upazila Health Complex,9,Natore Sadar Upazila Health Complex
,2,Chapi Nawabganj Sadar Upazila Health Complex,10,Nilphamari Sadar Upazila Health Complex
,3,Dinajpur Sadar Upazila Health Complex,11,Pabna Sadar Upazila Health Complex
,4,Gaibandha Sadar Upazila Health Complex,12,Panchagarh Sadar Upazila Health Complex
,5,Joypurhat Sadar Upazila Health Complex,13,Rangpur Sadar Upazila Health Complex
,6,Kurigram Sadar Upazila Health Complex,14,Serajganj Sadar Upazila Health Complex
,7,Lalmonirhat Sadar Upazila Health Complex,15,Thakurgaon Sadar Upazila Health Complex
,8,Naogaon Sadar Upazila Health Complex,,
,Khulna Division,,,
,1,Bagerhat Sadar Upazila Health Complex,6,Magura Sadar Upazila Health Complex
,2,Chuadanga Sadar Upazila Health Complex,7,Meherpur Sadar Upazila Health Complex
,3,Jessore Sadar Upazila Health Complex,8,Narail Sadar Upazila Health Complex
,4,Jhenaidah Sadar Upazila Health Complex,9,Satkhira Sadar Upazila Health Complex
,5,Kushtia Sadar Upazila Health Complex,,
,Barisal Division,,,
,1,Barguna Sadar Upazila Health Complex,4,Jhalkathi Sadar Upazila Health Complex
,2,Barisal Sadar Upazila Health Complex,5,Patuakhali Sadar Upazila Health Complex
,3,Bhola Sadar Upazila Health Complex,6,Perojpur Sadar Upazila Health Complex
,Sylhet Division,,,
,1,Hobiganj Sadar Upazila Health Complex,3,Sunamganj Sadar Upazila Health Complex
,2,M.bazar Sadar Upazila Health Complex,4,Sylhet Sadar Upazila Health Complex
