0,1,2,3,4
Union Sub Centers (USC) And UH&FWC,,,,
,30,"Mollarchar Union Sub Center , Sadar , Gaibandha",33,"Khorda Kamarpur USC, Sadullapur , Gaibandha"
,,Sadullapur,34,"Molongbazar USC, Sadullapur , Gaibandha"
,31,"Bhatgram Union Sub Center , Sadullapur , Gaibandha",35,"Naldanga Union Sub Center , Sadullapur , Gaibandha"
,32,"Dahaperhat USC, Sadullapur , Gaibandha",36,"Rasulpur Union Sub Center , Sadullapur , Gaibandha"
,Dinajpur District,,,
,Parbatipur,,Chirirbandar,
,1,"Ambari(Moshtafapur) USC , Parbatipur , Dinajpur",19,"Dangarhat(nasratpur) USC , Chirirbandar , Dinajpur"
,2,"Deglaganj(Monmathpur) USC , Parbatipur , Dinajpur",20,"Ranirbandar USC , Chirirbandar , Dinajpur"
,3,"Habra Union Sub Center , Parbatipur , Dinajpur",Birol,
,4,"Joshaihat(Mominpur) USC , Parbatipur , Dinajpur",21,"Keshoriganj Union Sub Center , Birol , Dinajpur"
,5,"Nurul Huda(Palashbari) USC , Parbatipur , Dinajpur",22,"Monglapur Union Sub Center , Birol , Dinajpur"
,6,"Parbathipur Union Sub Center , Parbatipur , Dinajpur",Birganj,
,7,"Rajarampur(Shibganj) USC, Parbatipur, Dinajpur",23,"Bhognagar UH&FWC, Birganj, Dinajpur"
,8,"Sherpur Union Sub Center , Pabatipur , Dinajpur",24,"Moricha UH&FWC, Birganj, Dinajpur"
,Ghoraghat,,25,"Nizpara UH&FWC, Birganj, Dinajpur"
,9,"Ghoraghat Union Sub Center , Ghoraghat , Dinajpur",26,"Nowapara(mohammadpur) USC , Birganj , Dinajpur"
,10,"Gopalpur(palsa) USC , Ghoraghat , Dinajpur",27,"Paltapur Union Sub Center , Birganj , Dinajpur"
,11,"Raniganj(singra) USC , Ghoraghat , Dinajpur",28,"Satore UH&FWC, Birganj, Dinajpur"
,Khansama,,29,"Sattagram UH&FWC, Birganj, Dinajpur"
,12,"Khachania(bhabake) USC, Khansama, Dinajpur",Dinajpur Sadar,
,13,"Khansama Union Sub Center , Khansama , Dinajpur",30,"Chandgonj(Checeigazi) USC, Sadar , Dinajpur"
,Nawabganj,,31,"Cheradangi(Aullapur) USC, Sadar , Dinajpur"
,14,"Aftabganj(kushdaha) USC, Nawabganj , Dinajpur",32,"Ghughudanga Union Sub Center , Sadar , Dinajpur"
,15,"Bhaduria Union Sub Center , Nawabganj , Dinajpur",33,"Jalalpur(Shankarpur) USC, Dinajpur Sadar , Dinajpur"
,16,"Daudpur Union Sub Center , Nawabganj , Dinajpur",34,"Rajbati Union Sub Center , Sardar , Dinajpur"
,Fulbari,,35,"Ramdubi(Sundorpur) USC, Dinajpur Sadar, Dinajpur"
,17,"Chintamon(betdighi) USC , Fulbari , Dinajpur",36,"Ranigonj(Fazilpur) USC, Dinajpur Sadar , Dinajpur"
,18,"Rudranikazihowla Union Sub Center, Fulbari, Dinajpur",,
,Thakurgaon District,,,
,Ranisankail,,6,"Jabarhat Union Sub Center , Pirganj , Thakurgaon"
,1,"Monishgaon USC, Ranisankail, Thakurgaon",Thakurgaon Sadar,
,2,"Nekmard Union Sub Center , Ranisankail , Thakurgaon",7,"Balia Union Sub Center, Sadar, Thakurgaon"
,Haripur,,8,"Bhelajan Union Sub Center , Sadar , Thakurgaon"
,3,"Kathaldangi(Bhaturia) USC , Haripur , Thakurgaon",9,"danarhat Union Sub Center , Sadar , Thakurgaon"
,Baliadangi,,10,"Gorea Union Sub Center , Sadar , Thakurgaon"
,4,"Lahiri(dhantola) USC , Baliadangi , Thakurgaon",11,"Ruhia Union Sub Center , Sadar , Thakurgaon"
,Pirganj,,12,"Salandar Union Sub Center , Sadar , Thakurgaon"
,5,"Bhomradaha Union Sub Center , Pirganj , Thakurgaon",13,"Shibganj Union Sub Center , Sadar , Thakurgaon"
,Panchagarh District,,,
,Boda,,9,"Mirzapur Union Sub Center , Atwari , Panchagarh"
,1,"Panchpir Union Sub Center , Boda , Panchagarh",10,"Rosia(radhanagar) USC, Atwari , Panchagarh"
,2,"Sakowa Union Sub Center , Boda , Panchagarh",Tetulia,
,Debiganj,,11,"Bhojanpur Union Sub Center , Tetulia , Panchagarh"
,3,"Chengtihazradanga USC , Debiganj , Panchagarh",12,"Kalandiganj(debnagar) USC, Tetulia, Panchagarh"
,4,"Pamuli Union Sub Center , Debiganj , Panchagarh",13,"Tirnaihat Union Sub Center , Tetulia , Panchagarh"
,5,"Saldanga Union Sub Center , Debiganj , Panchagarh",Panchagarh Sadar,
,6,"Sundardighi Union Sub Center , Debiganj , Panchagarh",14,"Amarkhana Union Sub Center, Sadar, Panchagarh"
,Atwari,,15,"Chaklahat Union Sub Center , Sadar , Panchagarh"
,7,"Balia(alowakhowa) USC , Atwari , Panchagarh",16,"Pirmamud union Sub Center , Sadar , Panchagarh"
,8,"Kathali(taira) Union Sub Center , Atwari , Panchagarh",,
