0,1,2,3,4
,7.2,Human Resource Development,,34
8,Hospital and Field Services in Bangladesh,,,42
,8.1,Hospital Services,,42
,,8.1.1,Indoor & Outdoor Service,42
,,8.1.2,Morbidity Statistics,47
,,8.1.3,Status of Mortality Statistics of Bangladesh,50
,,8.1.4,Reproductive Health,54
,,8.1.5,ICD-10,56
.,,8.1.6,Integrated Management of Childhood Illness (IMCI),56
,,8.1.7,Acute Respiratory Infection (ARI),58
,,8.1.8,Status of Vehicle & X-Ray Machine,61
,8.2,Field Services,,61
,,8.2.1,Geographical Reconnaissance (GR) Data,61
,,8.2.2,Expanded Program on Immunization (EPI),63
,,8.2.3,Health Education & Promotion Program in Bangladesh,64
9.,Communicable and Non-Communicable Diseases and Programs,,,69
,9.1,Communicable Diseases,,69
,,9.1.1,Kala-azar,69
,,9.1.2,Malaria,70
,,9.1.3,Elimination of Filariasis in Bangladesh,72
,,9.1.4,Nipah Encephalitis,73
,,9.1.5,Tuberculosis,74
,,9.1.6,Leprosy,76
,,9.1.7,Dengue,78
,,9.1.8,Diarrhoea,79
,,9.1.9,HIV/AIDS,81
,,9.1.10,Avian Influenza (Bird Flu),83
,9.2,Non-Communicable Diseases,,84
,,9.2.1,Cardiovascular Diseases,84
,,9.2.2,Diabetes,89
,,9.2.3,Cancer,90
,,9.2.4,Arsenicosis,92
,9.3,Safe Blood Tranfusion Program,,92
10.,Other Important Institutions,,,94
,10.1,Institute of Public Health (IPH),,94
,10.2,Institute of Public Health Nutrition (IPHN),,99
,10.3,National Institute of Traumatology & Orthopedic Rehabilitation (NITOR),,102
,10.4,Bangladesh Medical Research Council (BMRC),,103
,10.5,Center for Medical Educaiton (CME),,104
11.,Lesson Learned,,,104
12.,Limitations of the Bulletin,,,104
13.,Recommendation,,,104
15.,Annexure,,,106
15.,References,,,190
