0,1,2,3,4,5,6,7,8,9,10
,,,,1993,,,1999,,2004-2005,
Children (6-12 years),,,71.0%,,,42.5%,,,33.8%,
Women (15-44 years),,,70.2%,,,45.6%,,,38.6%,
