0,1,2,3,4,5,6,7,8,9,10
,Sl,,,KKeeyy ppooppuull,aattiioonn,,,EEssttiimmaatteedd ssiizzee ((22001155,-2016),
1,,,Street based FSW,,,,"41,350",,,
2,,,Residence based FSW,,,,"39,078",,,
3,,,Hotel based FSW,,,,"17,976",,,
4,,,Brothel Based FSW,,,,"3,856",,,
Total FSW,,,,,,,"102,260",,,
5,,,MSM,,,,"101,695",,,
6,,,MSW,,,,"29,777",,,
Total MSM,,,,,,,"131,472",,,
7,,,PWID (Male),,,,"32,021",,,
8,,,PWID (Female),,,,"1,045",,,
Total PWID,,,,,,,"33,066",,,
9,,,TG/Hijra,,,,"10,199",,,
