0,1,2,3,4,5,6
Sr. Lecturer,5,8,3,1,4,4
Jr. Lecturer,6,33,16,9,25,8
Other posts (pay scale 7 & 8),7 & 8,584,342,158,500,84
Asstt. Surgeon/OSD/equivalent,9,23121,10240,7516,17756,5365
Total,,35418,16914,9935,26849,8569
