0,1,2,3,4,5,6,7
Financial year,,Type of messages,,Place,,Telecast time,
,,telecast,,,,(Minutes),
"FY
2021-2022",TVC / TV Spot,,,"Dhaka South & North
City Corporation areas","142,000",,
